lead_id,created_date_key,channel_id,campaign_id,region_id,company_size,business_type,lead_score,is_mql,is_sql
42,20251104,3,7,5,1-9,Bar,0,0,0
43,20251104,4,10,6,1-9,Restaurant,40,1,0
44,20251104,4,10,5,1-9,Hotel,76,0,0
45,20251104,4,10,7,10-49,Restaurant,77,1,0
46,20251104,4,10,1,1-9,Restaurant,66,1,0
47,20251104,4,10,1,1-9,Bar,57,0,0
48,20251104,4,10,6,10-49,Snack,49,1,0
49,20251104,5,13,2,10-49,Restaurant,82,0,0
50,20251104,5,13,2,1-9,Restaurant,55,1,0
51,20251104,6,16,8,1-9,Restaurant,44,0,0
52,20251104,6,16,2,10-49,Restaurant,63,1,0
53,20251104,6,16,4,10-49,Restaurant,78,0,0
54,20251104,6,16,7,50+,Bar,45,0,0
55,20251104,6,16,1,1-9,Restaurant,55,1,1
56,20251104,7,19,4,1-9,Snack,80,0,0
57,20251104,7,20,1,10-49,Restaurant,62,1,1
58,20251105,1,1,3,1-9,Bar,60,0,0
59,20251105,3,7,2,1-9,Café,22,0,0
60,20251105,3,7,7,1-9,Restaurant,22,0,0
61,20251105,3,8,3,10-49,Café,36,1,1
62,20251105,4,10,8,10-49,Café,64,1,0
63,20251105,4,10,3,1-9,Bar,61,1,0
64,20251105,4,10,3,50+,Restaurant,78,1,1
65,20251105,4,10,7,1-9,Restaurant,58,0,0
66,20251105,4,10,5,1-9,Café,58,1,1
67,20251105,4,11,7,10-49,Bar,45,1,1
68,20251105,4,11,1,1-9,Restaurant,53,0,0
69,20251105,4,11,3,1-9,Snack,57,1,0
70,20251105,4,11,2,10-49,Restaurant,63,1,1
71,20251105,4,11,1,1-9,Restaurant,32,0,0
72,20251105,5,13,5,1-9,Bar,66,0,0
73,20251105,5,14,7,10-49,Bar,69,0,0
74,20251105,5,14,5,50+,Restaurant,90,1,0
75,20251105,6,16,4,10-49,Snack,49,0,0
76,20251105,7,19,1,1-9,Bar,56,1,1
77,20251106,1,2,1,10-49,Bar,43,1,0
78,20251106,2,4,1,1-9,Restaurant,81,1,0
79,20251106,3,7,1,1-9,Snack,8,0,0
80,20251106,3,7,2,1-9,Café,13,0,0
81,20251106,3,7,4,1-9,Restaurant,12,0,0
82,20251106,3,7,6,1-9,Restaurant,34,0,0
83,20251106,3,8,6,1-9,Bar,32,0,0
84,20251106,3,8,6,1-9,Restaurant,33,0,0
85,20251106,3,8,6,1-9,Snack,18,0,0
86,20251106,4,10,4,1-9,Restaurant,58,1,0
87,20251106,4,11,7,1-9,Restaurant,45,0,0
88,20251106,4,11,8,1-9,Snack,34,1,0
89,20251106,4,11,8,10-49,Café,,0,0
90,20251106,5,13,3,10-49,Restaurant,77,1,1
91,20251106,5,13,2,1-9,Bar,63,1,1
92,20251106,5,13,2,1-9,Restaurant,60,1,1
93,20251106,5,14,1,1-9,Restaurant,48,0,0
94,20251107,1,1,6,1-9,Restaurant,37,0,0
95,20251107,3,7,5,50+,Restaurant,30,0,0
96,20251107,3,7,7,50+,Restaurant,44,1,0
97,20251107,3,7,6,1-9,Snack,20,0,0
98,20251107,3,7,2,1-9,Café,24,0,0
99,20251107,3,7,5,1-9,Restaurant,22,0,0
100,20251107,3,7,8,1-9,Snack,0,0,0
101,20251107,3,8,3,1-9,Restaurant,32,0,0
102,20251107,4,10,7,1-9,Bar,60,1,1
103,20251107,5,13,1,10-49,Restaurant,71,1,1
104,20251107,6,16,7,1-9,Snack,61,1,0
105,20251107,6,16,7,50+,Café,47,1,1
106,20251107,7,20,8,1-9,Café,84,1,1
107,20251108,3,7,1,10-49,Restaurant,23,0,0
108,20251108,3,7,6,10-49,Bar,55,1,1
109,20251108,3,7,3,10-49,Snack,36,1,0
110,20251108,3,8,3,1-9,Bar,25,0,0
111,20251108,4,11,2,1-9,Restaurant,17,0,0
112,20251108,4,11,1,10-49,Bar,21,0,0
113,20251108,6,16,7,1-9,Restaurant,69,1,1
114,20251108,7,19,5,1-9,Restaurant,58,0,0
115,20251109,1,1,7,1-9,Snack,40,0,0
116,20251109,3,7,5,1-9,Restaurant,20,0,0
117,20251109,3,7,2,1-9,Restaurant,12,0,0
118,20251109,3,0,3,1-9,Bar,36,1,0
119,20251109,3,7,4,1-9,Restaurant,17,0,0
120,20251109,3,7,1,1-9,Snack,30,0,0
121,20251109,3,7,3,1-9,Restaurant,23,0,0
122,20251109,3,8,7,1-9,Restaurant,35,0,0
123,20251109,3,0,2,1-9,Bar,14,0,0
124,20251109,4,10,8,1-9,Bar,66,1,1
125,20251109,4,11,3,50+,Café,52,1,0
126,20251109,4,11,1,1-9,Snack,31,0,0
127,20251109,5,13,8,1-9,Restaurant,32,0,0
128,20251109,5,14,1,1-9,Café,77,1,0
129,20251109,6,16,1,10-49,Restaurant,53,1,0
130,20251109,6,16,3,10-49,Restaurant,70,0,0
131,20251109,6,16,4,10-49,Restaurant,56,0,0
132,20251109,6,16,7,1-9,Restaurant,46,0,0
133,20251109,7,19,2,10-49,Café,72,1,1
134,20251109,7,19,6,1-9,Restaurant,45,0,0
135,20251109,7,20,5,10-49,Restaurant,83,1,1
136,20251110,1,2,3,1-9,Restaurant,46,0,0
137,20251110,1,2,7,1-9,Restaurant,28,0,0
138,20251110,1,2,5,1-9,Café,51,0,0
139,20251110,3,7,2,10-49,Snack,64,0,0
140,20251110,3,7,4,50+,Snack,28,1,0
141,20251110,3,7,6,10-49,Restaurant,42,0,0
142,20251110,3,7,1,10-49,Bar,47,0,0
143,20251110,3,7,2,10-49,Restaurant,41,0,0
144,20251110,3,8,7,10-49,Bar,46,0,0
145,20251110,3,8,2,1-9,Restaurant,40,1,0
146,20251110,4,10,2,10-49,Restaurant,55,0,0
147,20251110,4,10,4,50+,Restaurant,74,1,0
148,20251110,4,10,2,10-49,Hotel,,0,0
149,20251110,4,10,7,50+,Bar,72,1,0
150,20251110,4,11,2,1-9,Snack,43,1,1
151,20251110,4,11,6,1-9,Snack,33,1,0
152,20251110,5,14,1,50+,Bar,72,1,0
153,20251110,6,16,5,50+,Restaurant,57,1,0
154,20251110,6,16,5,1-9,Hotel,66,1,0
155,20251110,6,16,1,1-9,Hotel,56,0,0
156,20251111,3,7,6,10-49,Café,18,0,0
157,20251111,3,7,2,1-9,Restaurant,12,0,0
158,20251111,3,7,7,1-9,Restaurant,17,0,0
159,20251111,4,11,1,1-9,Restaurant,52,0,0
160,20251111,4,11,1,1-9,Snack,60,1,0
161,20251111,5,13,1,1-9,Restaurant,68,1,1
162,20251111,6,16,6,1-9,Restaurant,44,1,0
163,20251111,6,16,6,1-9,Restaurant,68,1,1
164,20251111,6,16,4,1-9,Bar,35,0,0
165,20251111,6,16,8,10-49,Bar,66,1,1
166,20251111,7,19,4,10-49,Bar,88,1,1
167,20251111,7,19,5,1-9,Bar,86,1,1
168,20251111,7,20,2,1-9,Restaurant,71,1,0
169,20251112,3,7,8,1-9,Bar,29,0,0
170,20251112,3,7,2,10-49,Restaurant,11,0,0
171,20251112,3,7,6,1-9,Snack,30,0,0
172,20251112,3,8,6,50+,Restaurant,63,1,0
173,20251112,3,8,8,10-49,Bar,33,0,0
174,20251112,3,0,2,1-9,Hotel,48,0,0
175,20251112,4,10,2,10-49,Bar,60,1,1
176,20251112,4,10,4,10-49,Hotel,49,1,0
177,20251112,4,10,6,1-9,Restaurant,58,1,0
178,20251112,4,11,4,1-9,Restaurant,,0,0
179,20251112,4,11,3,1-9,Bar,81,1,1
180,20251112,4,11,3,1-9,Café,40,0,0
181,20251112,5,13,2,50+,Restaurant,70,1,0
182,20251112,5,13,1,10-49,Café,73,1,1
183,20251112,5,13,2,1-9,Restaurant,62,1,1
184,20251112,7,19,5,1-9,Café,72,0,0
185,20251112,7,19,3,10-49,Snack,63,1,0
186,20251112,7,19,3,1-9,Bar,74,1,1
187,20251112,7,20,7,1-9,Bar,99,1,0
188,20251112,7,20,2,1-9,Hotel,55,1,1
189,20251112,7,20,4,1-9,Restaurant,55,1,0
190,20251113,1,2,5,10-49,Restaurant,76,1,1
191,20251113,2,4,1,10-49,Restaurant,100,1,0
192,20251113,2,4,1,50+,Restaurant,100,1,1
193,20251113,3,7,4,1-9,Restaurant,23,0,0
194,20251113,3,7,2,1-9,Restaurant,36,1,0
195,20251113,3,8,3,10-49,Restaurant,27,0,0
196,20251113,3,0,6,10-49,Snack,36,1,0
197,20251113,4,10,7,1-9,Snack,67,1,1
198,20251113,4,10,8,10-49,Bar,37,0,0
199,20251113,4,11,1,1-9,Snack,42,0,0
200,20251113,5,13,3,10-49,Restaurant,66,1,1
201,20251113,5,14,8,10-49,Snack,70,1,1
202,20251113,6,16,6,10-49,Snack,71,1,1
203,20251113,6,16,2,1-9,Restaurant,48,0,0
204,20251113,6,16,1,50+,Bar,61,0,0
205,20251113,7,19,4,1-9,Snack,78,1,1
206,20251114,1,1,4,10-49,Bar,71,0,0
207,20251114,2,4,1,10-49,Restaurant,78,1,1
208,20251114,2,4,2,50+,Hotel,81,0,0
209,20251114,3,7,4,10-49,Bar,34,0,0
210,20251114,3,7,4,1-9,Restaurant,18,0,0
211,20251114,3,7,2,1-9,Snack,34,0,0
212,20251114,3,7,7,1-9,Bar,18,0,0
213,20251114,3,7,3,1-9,Café,42,1,0
214,20251114,3,7,6,10-49,Café,28,0,0
215,20251114,3,7,6,1-9,Café,13,0,0
216,20251114,3,7,8,1-9,Café,30,0,0
217,20251114,3,8,1,1-9,Restaurant,54,1,0
218,20251114,4,10,2,10-49,Snack,66,1,1
219,20251114,4,10,8,50+,Restaurant,75,1,0
220,20251114,4,11,2,10-49,Café,41,1,0
221,20251114,4,11,4,1-9,Hotel,29,0,0
222,20251114,4,11,6,10-49,Restaurant,67,1,0
223,20251114,4,11,3,10-49,Snack,36,0,0
224,20251114,4,11,2,1-9,Restaurant,53,1,1
225,20251114,4,11,4,10-49,Bar,54,0,0
226,20251114,5,14,1,10-49,Restaurant,55,0,0
227,20251114,5,14,1,1-9,Bar,52,0,0
228,20251114,5,14,1,1-9,Snack,36,1,0
229,20251114,6,16,5,10-49,Restaurant,44,0,0
230,20251114,6,16,4,1-9,Restaurant,62,1,1
231,20251114,6,16,4,1-9,Restaurant,58,0,0
232,20251114,6,16,1,1-9,Restaurant,76,1,1
233,20251114,7,19,7,10-49,Hotel,64,0,0
234,20251115,1,2,3,10-49,Bar,41,1,0
235,20251115,2,4,4,1-9,Restaurant,69,1,1
236,20251115,2,4,2,50+,Bar,77,0,0
237,20251115,3,7,5,10-49,Bar,15,0,0
238,20251115,3,7,1,1-9,Restaurant,5,0,0
239,20251115,3,8,7,1-9,Restaurant,34,0,0
240,20251115,3,8,4,10-49,Snack,21,0,0
241,20251115,4,10,1,10-49,Restaurant,58,0,0
242,20251115,4,10,6,10-49,Restaurant,59,1,1
243,20251115,4,11,4,10-49,Restaurant,24,0,0
244,20251115,4,11,1,10-49,Bar,54,0,0
245,20251115,4,11,1,1-9,Hotel,64,1,1
246,20251115,5,13,4,10-49,Restaurant,41,1,0
247,20251115,5,13,1,1-9,Café,50,0,0
248,20251115,5,14,1,1-9,Restaurant,53,1,1
249,20251115,6,16,6,1-9,Hotel,61,1,1
250,20251115,7,19,2,10-49,Restaurant,77,1,1
251,20251116,1,1,3,1-9,Bar,50,0,0
252,20251116,1,2,1,10-49,Restaurant,22,0,0
253,20251116,2,4,2,10-49,Snack,77,1,1
254,20251116,3,7,6,10-49,Café,27,0,0
255,20251116,3,7,7,10-49,Café,40,0,0
256,20251116,3,7,3,1-9,Restaurant,43,0,0
257,20251116,3,7,8,10-49,Restaurant,23,0,0
258,20251116,3,7,4,1-9,Bar,16,0,0
259,20251116,3,7,2,10-49,Bar,44,1,0
260,20251116,5,14,3,1-9,Restaurant,55,1,1
261,20251116,5,14,7,10-49,Bar,70,1,1
262,20251116,7,19,8,10-49,Restaurant,,1,0
263,20251117,1,2,1,1-9,Restaurant,27,1,0
264,20251117,1,2,6,1-9,Restaurant,38,0,0
265,20251117,1,2,5,1-9,Restaurant,24,0,0
266,20251117,3,7,1,1-9,Café,1,0,0
267,20251117,3,7,2,1-9,Café,12,0,0
268,20251117,3,7,3,10-49,Bar,31,1,0
269,20251117,3,7,7,1-9,Bar,47,0,0
270,20251117,3,7,2,1-9,Restaurant,39,0,0
271,20251117,4,10,6,10-49,Snack,63,0,0
272,20251117,4,11,5,50+,Café,83,1,1
273,20251117,4,11,1,1-9,Bar,41,0,0
274,20251117,4,11,6,10-49,Bar,59,0,0
275,20251117,4,11,3,50+,Restaurant,64,1,1
276,20251117,5,13,8,1-9,Restaurant,69,1,1
277,20251117,5,13,3,1-9,Snack,77,0,0
278,20251117,5,14,5,1-9,Restaurant,66,1,1
279,20251117,5,14,5,10-49,Snack,57,0,0
280,20251117,6,16,5,10-49,Bar,56,1,0
281,20251117,6,16,6,1-9,Restaurant,64,0,0
282,20251117,7,19,4,1-9,Café,55,1,0
283,20251117,7,19,7,1-9,Restaurant,85,1,1
284,20251117,7,20,5,1-9,Snack,96,1,1
285,20251117,7,20,4,1-9,Bar,56,0,0
286,20251118,1,1,5,50+,Café,56,0,0
287,20251118,1,2,6,10-49,Café,55,1,1
288,20251118,1,2,2,10-49,Restaurant,57,1,0
289,20251118,1,3,1,50+,Restaurant,73,1,0
290,20251118,1,3,2,1-9,Snack,37,1,1
291,20251118,2,4,6,10-49,Restaurant,61,0,0
292,20251118,3,7,2,50+,Café,23,0,0
294,20251118,4,10,4,10-49,Restaurant,52,1,1
295,20251118,4,10,8,1-9,Restaurant,53,1,0
296,20251118,4,10,5,1-9,Hotel,59,0,0
297,20251118,4,10,6,1-9,Restaurant,30,0,0
298,20251118,4,10,2,1-9,Hotel,63,1,0
299,20251118,4,10,4,50+,Restaurant,82,1,1
300,20251118,4,11,3,1-9,Café,52,0,0
301,20251118,5,13,5,10-49,Restaurant,91,1,0
302,20251118,5,13,1,1-9,Restaurant,62,0,0
303,20251118,5,14,3,10-49,Bar,49,0,0
304,20251118,5,14,1,1-9,Restaurant,62,1,1
305,20251118,6,16,1,1-9,Restaurant,39,1,1
306,20251118,7,19,7,10-49,Snack,93,1,1
307,20251119,1,2,2,10-49,Restaurant,46,0,0
308,20251119,2,4,3,50+,Snack,85,1,1
309,20251119,3,7,7,1-9,Café,20,0,0
310,20251119,3,7,3,10-49,Restaurant,28,0,0
311,20251119,3,8,5,10-49,Restaurant,16,0,0
312,20251119,3,8,5,1-9,Hotel,24,0,0
313,20251119,3,8,2,10-49,Restaurant,38,0,0
314,20251119,3,8,1,1-9,Restaurant,47,0,0
315,20251119,3,8,3,1-9,Café,29,0,0
316,20251119,4,10,1,10-49,Bar,64,1,1
317,20251119,4,10,2,10-49,Restaurant,,1,0
318,20251119,4,10,5,1-9,Restaurant,80,1,1
319,20251119,4,11,5,1-9,Restaurant,33,0,0
320,20251119,4,11,1,1-9,Café,63,1,1
321,20251119,4,11,5,1-9,Restaurant,38,0,0
322,20251119,5,13,6,1-9,Bar,39,0,0
323,20251119,5,13,8,1-9,Snack,77,1,0
324,20251119,5,13,3,1-9,Café,60,1,0
325,20251119,5,14,1,1-9,Snack,,1,1
326,20251119,5,14,2,10-49,Restaurant,64,1,0
327,20251119,6,16,5,1-9,Restaurant,65,0,0
328,20251119,7,19,8,10-49,Restaurant,70,1,1
329,20251119,7,20,4,1-9,Restaurant,63,1,1
330,20251120,1,1,1,1-9,Hotel,41,1,1
331,20251120,1,2,2,10-49,Restaurant,44,1,1
332,20251120,3,7,7,10-49,Restaurant,12,0,0
333,20251120,3,7,1,50+,Restaurant,25,0,0
334,20251120,3,7,8,1-9,Hotel,42,0,0
335,20251120,3,7,1,1-9,Restaurant,34,0,0
336,20251120,3,7,2,10-49,Café,44,0,0
337,20251120,3,7,5,10-49,Restaurant,29,0,0
338,20251120,3,7,2,1-9,Restaurant,25,0,0
339,20251120,3,7,2,10-49,Restaurant,31,0,0
340,20251120,4,10,5,1-9,Restaurant,51,1,1
341,20251120,4,10,5,1-9,Restaurant,15,0,0
342,20251120,4,11,6,1-9,Snack,30,0,0
343,20251120,4,11,6,1-9,Hotel,38,1,0
344,20251120,5,13,2,1-9,Snack,56,0,0
345,20251120,5,13,3,10-49,Restaurant,63,1,1
346,20251120,5,13,7,1-9,Restaurant,62,0,0
347,20251120,6,16,1,1-9,Snack,38,0,0
348,20251120,7,19,6,10-49,Bar,67,0,0
349,20251120,7,20,6,1-9,Bar,60,1,1
350,20251121,1,2,1,50+,Restaurant,46,0,0
351,20251121,1,3,1,1-9,Restaurant,54,1,0
352,20251121,1,3,7,10-49,Café,34,0,0
353,20251121,2,4,7,1-9,Restaurant,58,1,1
354,20251121,3,7,5,1-9,Hotel,2,0,0
355,20251121,3,7,5,10-49,Restaurant,24,0,0
356,20251121,3,7,1,1-9,Restaurant,22,0,0
357,20251121,3,7,6,1-9,Restaurant,13,1,0
358,20251121,3,7,1,1-9,Bar,30,0,0
359,20251121,3,7,3,1-9,Hotel,36,0,0
360,20251121,3,7,2,1-9,Bar,49,1,0
361,20251121,3,7,5,1-9,Snack,45,1,0
362,20251121,3,7,1,1-9,Café,21,0,0
363,20251121,3,7,6,10-49,Restaurant,32,0,0
364,20251121,3,7,6,1-9,Restaurant,32,0,0
365,20251121,3,8,1,50+,Bar,59,0,0
366,20251121,4,10,6,1-9,Hotel,41,0,0
367,20251121,4,11,7,50+,Bar,74,0,0
368,20251121,5,13,8,1-9,Bar,65,0,0
369,20251121,5,13,4,1-9,Hotel,29,0,0
370,20251121,5,14,4,50+,Café,80,1,0
371,20251121,7,19,7,10-49,Restaurant,61,0,0
372,20251121,7,19,4,10-49,Restaurant,82,0,0
373,20251122,1,2,6,10-49,Restaurant,69,1,1
374,20251122,1,2,4,1-9,Restaurant,52,0,0
375,20251122,1,3,4,10-49,Snack,49,0,0
376,20251122,1,3,7,50+,Snack,60,1,0
377,20251122,3,7,7,10-49,Bar,18,0,0
378,20251122,3,7,2,10-49,Café,,0,0
379,20251122,4,11,5,10-49,Snack,66,1,0
380,20251122,4,11,5,10-49,Bar,59,0,0
381,20251122,5,13,5,50+,Hotel,72,1,0
382,20251122,5,13,3,10-49,Bar,57,0,0
383,20251122,5,13,1,10-49,Restaurant,65,1,0
384,20251122,5,13,2,1-9,Snack,92,1,1
385,20251122,5,14,6,1-9,Snack,62,1,1
386,20251122,5,14,4,10-49,Restaurant,61,1,0
387,20251122,5,14,7,10-49,Snack,78,0,0
388,20251122,6,16,3,10-49,Snack,54,1,0
389,20251122,7,20,2,50+,Restaurant,59,0,0
390,20251123,3,7,5,1-9,Café,18,0,0
391,20251123,3,7,5,1-9,Restaurant,38,0,0
392,20251123,3,7,1,10-49,Restaurant,55,0,0
393,20251123,3,7,8,1-9,Bar,45,0,0
394,20251123,3,7,7,10-49,Bar,20,0,0
395,20251123,3,8,1,10-49,Snack,31,1,0
396,20251123,4,10,6,50+,Restaurant,,0,0
397,20251123,5,13,1,1-9,Restaurant,57,0,0
398,20251123,5,13,4,10-49,Restaurant,67,0,0
399,20251123,5,13,8,10-49,Snack,72,1,1
400,20251123,5,13,5,50+,Restaurant,79,1,1
401,20251123,5,13,5,10-49,Snack,64,1,1
402,20251123,6,16,3,1-9,Snack,55,0,0
403,20251123,6,16,4,1-9,Snack,72,1,1
404,20251123,6,16,4,1-9,Snack,54,1,1
405,20251123,7,19,2,50+,Restaurant,95,1,1
406,20251124,1,1,1,1-9,Snack,52,0,0
407,20251124,1,1,7,1-9,Restaurant,55,1,0
408,20251124,3,7,7,10-49,Restaurant,21,0,0
409,20251124,3,7,2,1-9,Café,34,0,0
410,20251124,3,7,7,1-9,Snack,48,1,0
411,20251124,4,10,3,50+,Restaurant,96,1,0
412,20251124,4,10,4,10-49,Café,75,1,0
413,20251124,4,11,7,50+,Restaurant,45,1,0
414,20251124,4,11,6,1-9,Snack,35,0,0
415,20251124,4,11,3,1-9,Snack,46,1,1
416,20251124,5,13,6,1-9,Restaurant,62,1,0
417,20251124,5,13,6,1-9,Snack,66,1,1
418,20251124,5,13,2,50+,Bar,71,1,1
419,20251124,5,13,4,10-49,Snack,45,1,0
420,20251124,5,13,3,1-9,Snack,73,1,1
421,20251124,5,14,6,1-9,Restaurant,60,1,0
422,20251124,6,16,7,10-49,Restaurant,61,0,0
423,20251124,6,16,3,1-9,Café,58,1,0
424,20251124,7,20,6,1-9,Restaurant,60,1,1
425,20251125,3,7,2,1-9,Restaurant,38,0,0
426,20251125,3,7,1,10-49,Snack,18,0,0
427,20251125,3,8,3,10-49,Restaurant,37,1,0
428,20251125,3,8,8,1-9,Bar,34,0,0
429,20251125,4,10,3,1-9,Restaurant,56,1,1
430,20251125,4,10,4,1-9,Snack,49,0,0
431,20251125,4,11,5,1-9,Snack,55,0,0
432,20251125,5,13,2,50+,Hotel,37,0,0
433,20251125,5,13,1,50+,Bar,72,1,1
434,20251125,7,19,2,1-9,Restaurant,62,0,0
435,20251126,1,2,7,1-9,Bar,54,0,0
436,20251126,1,3,8,1-9,Restaurant,50,0,0
437,20251126,3,7,3,10-49,Restaurant,36,1,0
438,20251126,3,7,1,1-9,Restaurant,11,0,0
439,20251126,3,8,6,1-9,Restaurant,8,0,0
440,20251126,4,10,5,10-49,Restaurant,,0,0
441,20251126,4,10,1,10-49,Restaurant,63,0,0
442,20251126,4,10,5,1-9,Snack,45,0,0
443,20251126,4,11,4,1-9,Restaurant,37,0,0
444,20251126,4,11,1,10-49,Restaurant,35,1,0
445,20251126,4,11,1,1-9,Café,59,1,1
446,20251126,4,11,7,10-49,Bar,47,0,0
447,20251126,5,13,5,1-9,Café,49,0,0
448,20251126,5,13,1,1-9,Restaurant,53,0,0
449,20251126,5,13,5,1-9,Snack,23,0,0
450,20251126,5,13,8,10-49,Snack,49,0,0
451,20251126,6,16,7,10-49,Café,36,0,0
452,20251126,6,16,3,1-9,Snack,65,1,0
453,20251126,6,16,4,1-9,Restaurant,60,1,1
454,20251126,7,19,7,1-9,Snack,90,1,0
455,20251126,7,19,8,10-49,Snack,77,1,1
456,20251126,7,20,1,1-9,Snack,63,0,0
457,20251127,1,2,7,1-9,Restaurant,60,1,1
458,20251127,1,3,7,1-9,Restaurant,59,1,1
459,20251127,2,4,6,10-49,Bar,84,1,1
460,20251127,3,7,6,1-9,Restaurant,0,0,0
461,20251127,3,7,8,10-49,Bar,30,0,0
462,20251127,3,7,3,1-9,Restaurant,36,1,0
463,20251127,3,7,1,50+,Restaurant,22,0,0
464,20251127,3,8,7,1-9,Restaurant,39,1,0
465,20251127,3,8,3,50+,Snack,27,0,0
466,20251127,4,10,2,50+,Snack,54,1,1
467,20251127,4,11,8,1-9,Snack,36,0,0
468,20251127,4,11,6,1-9,Restaurant,47,0,0
469,20251127,5,13,2,1-9,Café,73,1,1
470,20251127,7,19,1,1-9,Restaurant,68,1,1
471,20251127,7,19,7,10-49,Snack,88,1,1
472,20251127,7,20,5,1-9,Restaurant,60,1,0
473,20251128,1,1,2,1-9,Restaurant,70,1,0
474,20251128,1,1,7,1-9,Restaurant,66,1,1
475,20251128,1,1,6,1-9,Restaurant,42,0,0
476,20251128,1,1,5,10-49,Bar,60,0,0
477,20251128,3,7,7,10-49,Café,32,0,0
478,20251128,3,7,1,1-9,Restaurant,30,0,0
479,20251128,3,7,5,1-9,Restaurant,16,0,0
480,20251128,3,7,3,1-9,Snack,28,0,0
481,20251128,4,10,1,1-9,Café,40,0,0
482,20251128,4,10,1,10-49,Restaurant,67,0,0
483,20251128,4,11,1,10-49,Café,32,0,0
484,20251128,4,11,1,1-9,Restaurant,61,0,0
485,20251128,5,13,3,1-9,Restaurant,55,0,0
486,20251128,7,19,7,1-9,Restaurant,91,1,1
487,20251128,7,20,4,10-49,Hotel,90,1,1
488,20251129,3,7,5,10-49,Restaurant,38,0,0
489,20251129,3,7,5,1-9,Café,23,0,0
490,20251129,3,7,4,50+,Hotel,30,0,0
491,20251129,3,7,7,1-9,Café,14,0,0
492,20251129,3,8,5,10-49,Restaurant,52,0,0
493,20251129,3,8,6,1-9,Snack,38,0,0
494,20251129,4,11,5,1-9,Hotel,63,1,1
495,20251129,4,11,1,1-9,Café,35,0,0
496,20251129,6,16,1,10-49,Restaurant,70,1,1
497,20251129,7,19,2,50+,Restaurant,67,0,0
498,20251129,7,20,8,1-9,Café,62,0,0
499,20251129,7,20,1,10-49,Hotel,80,1,1
500,20251129,7,20,1,10-49,Café,73,0,0
501,20251130,1,1,3,1-9,Bar,56,1,0
502,20251130,1,1,4,1-9,Restaurant,40,1,0
503,20251130,1,1,1,1-9,Restaurant,52,0,0
504,20251130,1,2,6,1-9,Snack,64,1,0
505,20251130,3,8,3,50+,Restaurant,38,0,0
506,20251130,3,8,2,1-9,Restaurant,37,0,0
507,20251130,3,8,7,1-9,Restaurant,23,0,0
508,20251130,3,8,1,1-9,Café,42,1,0
509,20251130,4,10,1,1-9,Bar,59,0,0
510,20251130,4,10,4,1-9,Snack,69,0,0
511,20251130,4,11,1,1-9,Bar,70,0,0
512,20251130,4,11,1,1-9,Restaurant,41,1,1
513,20251130,5,13,1,10-49,Restaurant,42,1,1
514,20251130,7,19,1,50+,Bar,71,1,0
515,20251130,7,19,5,10-49,Restaurant,100,1,1
516,20251201,3,7,1,10-49,Bar,14,0,0
517,20251201,3,7,6,10-49,Bar,60,0,0
518,20251201,3,7,6,10-49,Bar,28,0,0
519,20251201,3,7,8,1-9,Café,30,0,0
520,20251201,3,7,8,1-9,Restaurant,32,0,0
