customer_id,year_month,month_key,mrr,is_active,is_churned
10,2026-05,20260501,114.1,1,0
10,2026-06,20260601,114.29,1,0
11,2025-12,20251201,100.23,1,0
11,2026-01,20260101,99.96,1,0
11,2026-02,20260201,100.22,1,0
11,2026-03,20260301,101.12,1,0
11,2026-04,20260401,99.99,1,0
11,2026-05,20260501,99.86,1,0
11,2026-06,20260601,100.18,1,0
12,2025-12,20251201,126.41,1,0
12,2026-01,20260101,126.87,1,0
12,2026-02,20260201,126.56,1,0
12,2026-03,20260301,125.85,1,0
12,2026-04,20260401,125.9,1,0
12,2026-05,20260501,126.46,1,0
12,2026-06,20260601,127.06,1,0
13,2025-12,20251201,1560.62,1,0
13,2026-01,20260101,1570.51,1,0
13,2026-02,20260201,1562.96,1,0
13,2026-03,20260301,1558.96,1,0
13,2026-04,20260401,1560.94,1,0
13,2026-05,20260501,1568.57,1,0
13,2026-06,20260601,1551.22,1,0
14,2025-12,20251201,46.41,1,0
14,2026-01,20260101,46.58,1,0
14,2026-02,20260201,46.09,1,0
14,2026-03,20260301,46.07,1,0
14,2026-04,20260401,46.56,1,0
14,2026-05,20260501,46.75,1,0
14,2026-06,20260601,46.59,1,0
15,2025-12,20251201,107.13,1,0
15,2026-01,20260101,106.09,1,0
15,2026-02,20260201,106.84,1,0
15,2026-03,20260301,107.32,1,0
15,2026-04,20260401,106.5,1,0
15,2026-05,20260501,106.27,1,0
15,2026-06,20260601,107.09,1,0
16,2025-12,20251201,46.45,1,0
16,2026-01,20260101,46.69,1,0
16,2026-02,20260201,46.54,1,0
16,2026-03,20260301,46.22,1,0
16,2026-04,20260401,46.63,1,0
16,2026-05,20260501,46.4,1,0
16,2026-06,20260601,46.32,1,0
17,2026-02,20260201,111.96,1,0
17,2026-03,20260301,111.71,1,0
17,2026-04,20260401,111.92,1,0
17,2026-05,20260501,112.11,1,0
17,2026-06,20260601,111.58,1,0
18,2025-12,20251201,116.04,1,0
18,2026-01,20260101,116.66,1,0
18,2026-02,20260201,116.53,1,0
18,2026-03,20260301,117.27,1,0
18,2026-04,20260401,116.82,1,0
18,2026-05,20260501,116.19,1,0
18,2026-06,20260601,115.67,1,0
19,2025-12,20251201,43.0,1,0
19,2026-01,20260101,43.07,1,0
19,2026-02,20260201,43.2,1,0
19,2026-03,20260301,42.84,1,0
19,2026-04,20260401,42.95,1,0
19,2026-05,20260501,43.27,1,0
19,2026-06,20260601,43.06,1,0
20,2025-12,20251201,47.52,1,0
20,2026-01,20260101,47.41,1,0
20,2026-02,20260201,47.54,1,0
20,2026-03,20260301,47.14,1,0
20,2026-04,20260401,47.81,1,0
20,2026-05,20260501,47.45,1,0
20,2026-06,20260601,47.51,1,0
21,2025-12,20251201,96.84,1,0
21,2026-01,20260101,96.45,1,0
21,2026-02,20260201,96.39,1,0
21,2026-03,20260301,97.02,1,0
21,2026-04,20260401,96.74,1,0
21,2026-05,20260501,96.08,1,0
21,2026-06,20260601,96.94,1,0
22,2025-12,20251201,46.55,1,0
22,2026-01,20260101,46.59,1,0
22,2026-02,20260201,46.58,1,0
22,2026-03,20260301,46.21,1,0
22,2026-04,20260401,46.86,1,0
22,2026-05,20260501,46.39,1,0
22,2026-06,20260601,46.64,1,0
23,2025-12,20251201,123.02,1,0
23,2026-01,20260101,123.62,1,0
23,2026-02,20260201,122.55,1,0
23,2026-03,20260301,122.39,1,0
23,2026-04,20260401,123.38,1,0
23,2026-05,20260501,122.67,1,0
23,2026-06,20260601,122.65,1,0
24,2025-11,20251101,120.23,1,0
24,2025-12,20251201,119.53,1,0
24,2026-01,20260101,120.64,1,0
24,2026-02,20260201,119.45,1,0
24,2026-03,20260301,120.29,1,0
24,2026-04,20260401,120.17,1,0
24,2026-05,20260501,120.79,1,0
24,2026-06,20260601,119.97,1,0
25,2025-12,20251201,48.0,1,0
25,2026-01,20260101,47.92,1,0
25,2026-02,20260201,47.94,1,0
25,2026-03,20260301,48.21,1,0
25,2026-04,20260401,47.78,1,0
25,2026-05,20260501,48.1,1,0
25,2026-06,20260601,48.01,1,0
26,2025-12,20251201,984.74,1,0
26,2026-01,20260101,989.24,0,1
27,2025-12,20251201,44.82,1,0
27,2026-01,20260101,44.73,1,0
27,2026-02,20260201,44.8,1,0
27,2026-03,20260301,44.94,1,0
27,2026-04,20260401,44.51,1,0
27,2026-05,20260501,44.95,1,0
27,2026-06,20260601,44.69,1,0
28,2026-01,20260101,39.82,1,0
28,2026-02,20260201,40.05,1,0
28,2026-03,20260301,40.0,1,0
28,2026-04,20260401,39.93,1,0
28,2026-05,20260501,40.08,1,0
28,2026-06,20260601,39.99,1,0
29,2025-12,20251201,95.64,1,0
29,2026-01,20260101,95.24,1,0
29,2026-02,20260201,95.35,1,0
29,2026-03,20260301,95.7,1,0
29,2026-04,20260401,96.64,1,0
29,2026-05,20260501,96.25,1,0
29,2026-06,20260601,96.1,1,0
30,2025-12,20251201,42.07,1,0
30,2026-01,20260101,41.92,1,0
30,2026-02,20260201,41.84,1,0
30,2026-03,20260301,42.15,1,0
30,2026-04,20260401,42.13,1,0
30,2026-05,20260501,41.86,1,0
30,2026-06,20260601,41.86,1,0
31,2025-12,20251201,108.3,1,0
31,2026-01,20260101,108.04,1,0
31,2026-02,20260201,108.26,1,0
31,2026-03,20260301,107.42,1,0
31,2026-04,20260401,107.43,1,0
31,2026-05,20260501,108.59,1,0
31,2026-06,20260601,108.26,1,0
32,2025-12,20251201,46.3,1,0
32,2026-01,20260101,46.33,1,0
32,2026-02,20260201,46.34,1,0
32,2026-03,20260301,45.93,1,0
32,2026-04,20260401,45.82,1,0
32,2026-05,20260501,46.19,1,0
32,2026-06,20260601,46.3,1,0
33,2025-12,20251201,1405.81,1,0
33,2026-01,20260101,1413.55,1,0
33,2026-02,20260201,1409.12,1,0
33,2026-03,20260301,1412.18,1,0
33,2026-04,20260401,1408.21,1,0
33,2026-05,20260501,1408.04,1,0
33,2026-06,20260601,1404.83,0,1
34,2025-12,20251201,42.3,1,0
34,2026-01,20260101,42.05,1,0
34,2026-02,20260201,42.5,1,0
34,2026-03,20260301,42.45,1,0
34,2026-04,20260401,42.06,1,0
34,2026-05,20260501,42.56,1,0
34,2026-06,20260601,42.41,0,1
35,2026-01,20260101,103.23,1,0
35,2026-02,20260201,104.35,1,0
35,2026-03,20260301,103.67,1,0
35,2026-04,20260401,103.91,1,0
35,2026-05,20260501,103.97,1,0
35,2026-06,20260601,103.93,1,0
36,2025-12,20251201,100.79,1,0
36,2026-01,20260101,100.89,1,0
36,2026-02,20260201,100.99,1,0
36,2026-03,20260301,100.85,1,0
36,2026-04,20260401,101.05,1,0
36,2026-05,20260501,100.75,1,0
36,2026-06,20260601,100.24,1,0
37,2026-01,20260101,45.79,1,0
37,2026-02,20260201,45.95,1,0
37,2026-03,20260301,46.01,1,0
37,2026-04,20260401,45.84,1,0
37,2026-05,20260501,45.82,1,0
37,2026-06,20260601,45.88,1,0
38,2026-01,20260101,45.96,1,0
38,2026-02,20260201,45.59,1,0
38,2026-03,20260301,45.69,1,0
38,2026-04,20260401,45.93,1,0
38,2026-05,20260501,45.69,1,0
38,2026-06,20260601,45.73,1,0
39,2026-01,20260101,842.64,1,0
39,2026-02,20260201,832.6,1,0
39,2026-03,20260301,844.43,1,0
39,2026-04,20260401,836.89,1,0
39,2026-05,20260501,839.91,1,0
39,2026-06,20260601,841.68,1,0
40,2026-01,20260101,45.33,1,0
40,2026-02,20260201,45.11,1,0
40,2026-03,20260301,45.12,1,0
40,2026-04,20260401,45.4,1,0
40,2026-05,20260501,45.26,1,0
40,2026-06,20260601,45.48,1,0
41,2026-01,20260101,37.89,1,0
41,2026-02,20260201,37.75,1,0
41,2026-03,20260301,37.8,1,0
41,2026-04,20260401,38.01,1,0
41,2026-05,20260501,37.46,1,0
41,2026-06,20260601,37.72,0,1
42,2026-01,20260101,102.0,1,0
42,2026-02,20260201,101.56,1,0
42,2026-03,20260301,102.04,1,0
42,2026-04,20260401,101.91,1,0
42,2026-05,20260501,102.14,1,0
42,2026-06,20260601,100.93,1,0
43,2025-12,20251201,40.52,1,0
43,2026-01,20260101,40.69,1,0
43,2026-02,20260201,40.67,1,0
43,2026-03,20260301,40.11,1,0
43,2026-04,20260401,40.55,1,0
43,2026-05,20260501,40.36,1,0
43,2026-06,20260601,40.56,1,0
44,2026-01,20260101,53.12,1,0
44,2026-02,20260201,53.04,1,0
44,2026-03,20260301,53.21,1,0
44,2026-04,20260401,53.08,1,0
44,2026-05,20260501,52.94,1,0
44,2026-06,20260601,53.23,1,0
45,2026-01,20260101,104.76,1,0
45,2026-02,20260201,104.83,1,0
45,2026-03,20260301,104.7,1,0
45,2026-04,20260401,104.19,1,0
45,2026-05,20260501,103.89,1,0
45,2026-06,20260601,104.59,1,0
46,2026-01,20260101,108.62,1,0
46,2026-02,20260201,109.28,1,0
46,2026-03,20260301,108.74,1,0
46,2026-04,20260401,108.81,1,0
46,2026-05,20260501,109.26,1,0
46,2026-06,20260601,109.13,1,0
47,2025-12,20251201,40.87,1,0
47,2026-01,20260101,40.94,1,0
47,2026-02,20260201,40.77,1,0
47,2026-03,20260301,40.99,1,0
47,2026-04,20260401,40.93,1,0
47,2026-05,20260501,40.8,1,0
47,2026-06,20260601,40.87,1,0
48,2025-12,20251201,51.26,1,0
48,2026-01,20260101,51.15,1,0
48,2026-02,20260201,50.95,1,0
48,2026-03,20260301,51.16,1,0
48,2026-04,20260401,50.93,1,0
48,2026-05,20260501,51.19,1,0
48,2026-06,20260601,50.94,1,0
49,2025-12,20251201,53.45,1,0
49,2026-01,20260101,53.86,1,0
49,2026-02,20260201,53.39,1,0
49,2026-03,20260301,53.58,1,0
49,2026-04,20260401,53.64,1,0
49,2026-05,20260501,53.44,1,0
49,2026-06,20260601,53.66,1,0
50,2026-03,20260301,511.81,1,0
50,2026-04,20260401,511.65,1,0
50,2026-05,20260501,510.55,1,0
50,2026-06,20260601,509.96,1,0
51,2026-01,20260101,40.98,1,0
51,2026-02,20260201,40.69,1,0
51,2026-03,20260301,40.83,1,0
51,2026-04,20260401,40.96,1,0
51,2026-05,20260501,40.57,1,0
51,2026-06,20260601,40.71,1,0
52,2026-01,20260101,110.48,1,0
52,2026-02,20260201,110.85,1,0
52,2026-03,20260301,109.99,1,0
52,2026-04,20260401,110.31,1,0
52,2026-05,20260501,111.03,1,0
52,2026-06,20260601,110.62,1,0
53,2026-01,20260101,44.46,1,0
53,2026-02,20260201,45.1,1,0
53,2026-03,20260301,44.74,1,0
53,2026-04,20260401,44.55,1,0
53,2026-05,20260501,44.72,1,0
53,2026-06,20260601,44.9,1,0
54,2026-01,20260101,38.78,1,0
54,2026-02,20260201,38.5,1,0
54,2026-03,20260301,38.83,1,0
54,2026-04,20260401,38.51,1,0
54,2026-05,20260501,38.73,1,0
54,2026-06,20260601,38.61,1,0
55,2026-01,20260101,109.23,1,0
55,2026-02,20260201,108.35,1,0
55,2026-03,20260301,109.07,1,0
55,2026-04,20260401,108.63,1,0
55,2026-05,20260501,109.22,1,0
55,2026-06,20260601,108.95,1,0
56,2026-01,20260101,43.44,1,0
56,2026-02,20260201,43.2,1,0
56,2026-03,20260301,43.42,1,0
56,2026-04,20260401,43.57,1,0
56,2026-05,20260501,43.35,1,0
56,2026-06,20260601,43.27,1,0
57,2026-01,20260101,111.56,1,0
57,2026-02,20260201,111.8,1,0
57,2026-03,20260301,113.33,1,0
57,2026-04,20260401,112.34,1,0
57,2026-05,20260501,111.58,1,0
57,2026-06,20260601,111.93,1,0
58,2026-01,20260101,109.31,1,0
58,2026-02,20260201,109.08,1,0
58,2026-03,20260301,110.43,1,0
58,2026-04,20260401,109.07,1,0
58,2026-05,20260501,109.91,1,0
58,2026-06,20260601,109.77,1,0
59,2026-01,20260101,106.6,1,0
59,2026-02,20260201,108.6,1,0
59,2026-03,20260301,107.19,1,0
59,2026-04,20260401,106.85,1,0
59,2026-05,20260501,107.57,1,0
59,2026-06,20260601,107.6,1,0
60,2026-01,20260101,43.09,1,0
60,2026-02,20260201,43.12,1,0
60,2026-03,20260301,42.9,1,0
60,2026-04,20260401,42.85,1,0
60,2026-05,20260501,42.68,1,0
60,2026-06,20260601,43.1,1,0
61,2026-01,20260101,100.29,1,0
61,2026-02,20260201,99.11,1,0
61,2026-03,20260301,98.72,1,0
61,2026-04,20260401,98.69,1,0
61,2026-05,20260501,99.4,1,0
61,2026-06,20260601,99.28,1,0
62,2026-02,20260201,38.28,1,0
62,2026-03,20260301,38.29,1,0
62,2026-04,20260401,38.46,1,0
62,2026-05,20260501,38.41,1,0
62,2026-06,20260601,38.74,1,0
63,2026-01,20260101,44.74,1,0
63,2026-02,20260201,44.64,1,0
63,2026-03,20260301,44.65,1,0
63,2026-04,20260401,44.84,1,0
63,2026-05,20260501,44.77,1,0
63,2026-06,20260601,44.86,1,0
64,2026-01,20260101,104.52,1,0
64,2026-02,20260201,103.79,1,0
64,2026-03,20260301,103.22,1,0
64,2026-04,20260401,103.95,1,0
64,2026-05,20260501,103.87,1,0
64,2026-06,20260601,103.47,1,0
65,2026-02,20260201,819.68,1,0
65,2026-03,20260301,824.75,1,0
65,2026-04,20260401,825.12,1,0
65,2026-05,20260501,823.69,1,0
65,2026-06,20260601,827.04,1,0
66,2026-01,20260101,49.31,1,0
66,2026-02,20260201,49.08,1,0
66,2026-03,20260301,49.17,1,0
66,2026-04,20260401,49.01,1,0
66,2026-05,20260501,48.7,1,0
66,2026-06,20260601,48.84,1,0
67,2026-01,20260101,1531.19,1,0
67,2026-02,20260201,1539.67,1,0
67,2026-03,20260301,1539.66,1,0
67,2026-04,20260401,1533.24,1,0
67,2026-05,20260501,1538.48,1,0
67,2026-06,20260601,1527.73,1,0
68,2026-01,20260101,45.47,1,0
68,2026-02,20260201,45.37,1,0
68,2026-03,20260301,45.28,1,0
68,2026-04,20260401,45.33,1,0
68,2026-05,20260501,45.38,1,0
68,2026-06,20260601,45.3,1,0
69,2026-04,20260401,943.62,1,0
69,2026-05,20260501,949.22,1,0
69,2026-06,20260601,949.69,1,0
70,2026-01,20260101,49.34,1,0
70,2026-02,20260201,49.11,1,0
70,2026-03,20260301,49.13,1,0
70,2026-04,20260401,49.68,1,0
70,2026-05,20260501,49.46,1,0
70,2026-06,20260601,49.6,1,0
71,2026-01,20260101,49.85,1,0
71,2026-02,20260201,49.44,1,0
71,2026-03,20260301,49.63,1,0
71,2026-04,20260401,49.59,1,0
71,2026-05,20260501,49.96,1,0
71,2026-06,20260601,49.81,1,0
72,2026-01,20260101,46.65,1,0
72,2026-02,20260201,46.76,1,0
72,2026-03,20260301,46.63,1,0
72,2026-04,20260401,46.58,1,0
72,2026-05,20260501,46.8,1,0
72,2026-06,20260601,46.71,1,0
73,2026-01,20260101,41.76,1,0
73,2026-02,20260201,41.51,1,0
73,2026-03,20260301,41.66,1,0
73,2026-04,20260401,41.83,1,0
73,2026-05,20260501,41.72,1,0
73,2026-06,20260601,41.79,1,0
74,2026-01,20260101,118.16,1,0
74,2026-02,20260201,119.54,0,1
75,2026-01,20260101,123.22,1,0
75,2026-02,20260201,122.83,1,0
75,2026-03,20260301,123.08,1,0
75,2026-04,20260401,123.03,1,0
75,2026-05,20260501,123.33,1,0
75,2026-06,20260601,122.61,1,0
76,2026-01,20260101,41.12,1,0
76,2026-02,20260201,41.03,1,0
76,2026-03,20260301,41.36,1,0
76,2026-04,20260401,41.06,1,0
76,2026-05,20260501,41.3,1,0
76,2026-06,20260601,41.39,1,0
77,2026-01,20260101,48.37,1,0
77,2026-02,20260201,48.46,1,0
77,2026-03,20260301,48.16,1,0
77,2026-04,20260401,48.48,1,0
77,2026-05,20260501,48.08,1,0
77,2026-06,20260601,48.03,1,0
78,2026-01,20260101,43.46,1,0
78,2026-02,20260201,43.41,1,0
78,2026-03,20260301,43.14,1,0
78,2026-04,20260401,43.52,1,0
78,2026-05,20260501,43.37,1,0
78,2026-06,20260601,43.17,1,0
79,2026-02,20260201,49.59,1,0
79,2026-03,20260301,49.14,1,0
79,2026-04,20260401,49.78,1,0
79,2026-05,20260501,49.42,1,0
79,2026-06,20260601,49.63,1,0
80,2026-02,20260201,41.75,1,0
80,2026-03,20260301,41.8,1,0
80,2026-04,20260401,41.37,1,0
80,2026-05,20260501,41.78,1,0
80,2026-06,20260601,41.89,1,0
81,2026-01,20260101,45.3,1,0
81,2026-02,20260201,45.41,1,0
81,2026-03,20260301,45.61,1,0
81,2026-04,20260401,45.78,1,0
81,2026-05,20260501,45.76,1,0
81,2026-06,20260601,45.45,1,0
82,2026-01,20260101,727.11,1,0
82,2026-02,20260201,731.83,1,0
82,2026-03,20260301,728.8,1,0
82,2026-04,20260401,727.68,1,0
82,2026-05,20260501,731.26,1,0
82,2026-06,20260601,731.98,1,0
83,2026-01,20260101,43.35,1,0
83,2026-02,20260201,43.28,1,0
83,2026-03,20260301,42.99,1,0
83,2026-04,20260401,43.19,1,0
83,2026-05,20260501,43.47,1,0
83,2026-06,20260601,43.11,1,0
84,2026-02,20260201,44.71,1,0
84,2026-03,20260301,44.52,1,0
84,2026-04,20260401,44.44,1,0
84,2026-05,20260501,44.63,1,0
84,2026-06,20260601,44.61,1,0
85,2026-02,20260201,121.73,1,0
85,2026-03,20260301,120.76,1,0
85,2026-04,20260401,121.72,1,0
85,2026-05,20260501,121.82,1,0
85,2026-06,20260601,121.82,1,0
86,2026-02,20260201,42.56,1,0
86,2026-03,20260301,42.06,1,0
86,2026-04,20260401,42.22,1,0
86,2026-05,20260501,42.39,1,0
86,2026-06,20260601,42.25,1,0
87,2026-02,20260201,110.7,1,0
87,2026-03,20260301,111.22,1,0
87,2026-04,20260401,111.59,1,0
87,2026-05,20260501,111.09,1,0
87,2026-06,20260601,111.32,1,0
88,2026-01,20260101,49.39,1,0
88,2026-02,20260201,49.43,1,0
88,2026-03,20260301,49.34,1,0
88,2026-04,20260401,49.36,1,0
88,2026-05,20260501,49.47,1,0
88,2026-06,20260601,49.42,1,0
89,2026-02,20260201,727.75,1,0
89,2026-03,20260301,722.72,1,0
89,2026-04,20260401,723.87,1,0
89,2026-05,20260501,731.15,1,0
89,2026-06,20260601,727.31,1,0
90,2026-03,20260301,846.21,1,0
90,2026-04,20260401,832.8,1,0
90,2026-05,20260501,839.07,0,1
91,2026-01,20260101,118.18,1,0
91,2026-02,20260201,118.09,0,1
92,2026-02,20260201,117.81,1,0
92,2026-03,20260301,117.82,1,0
92,2026-04,20260401,117.74,1,0
92,2026-05,20260501,117.11,1,0
92,2026-06,20260601,117.7,1,0
93,2026-02,20260201,106.12,1,0
93,2026-03,20260301,106.91,1,0
93,2026-04,20260401,106.33,1,0
93,2026-05,20260501,106.48,1,0
93,2026-06,20260601,106.65,1,0
94,2026-02,20260201,117.75,1,0
94,2026-03,20260301,117.77,1,0
94,2026-04,20260401,118.17,1,0
94,2026-05,20260501,118.84,1,0
94,2026-06,20260601,117.78,1,0
95,2026-02,20260201,41.52,1,0
95,2026-03,20260301,41.42,1,0
95,2026-04,20260401,41.21,1,0
95,2026-05,20260501,41.43,1,0
95,2026-06,20260601,41.35,1,0
96,2026-02,20260201,120.52,1,0
96,2026-03,20260301,122.32,1,0
96,2026-04,20260401,120.26,1,0
96,2026-05,20260501,121.07,1,0
96,2026-06,20260601,120.65,1,0
97,2026-02,20260201,103.93,1,0
97,2026-03,20260301,103.26,1,0
97,2026-04,20260401,103.72,1,0
97,2026-05,20260501,103.64,1,0
97,2026-06,20260601,103.05,1,0
98,2026-02,20260201,111.28,1,0
98,2026-03,20260301,112.18,1,0
98,2026-04,20260401,111.27,1,0
98,2026-05,20260501,111.46,1,0
98,2026-06,20260601,111.8,1,0
99,2026-02,20260201,50.37,1,0
99,2026-03,20260301,49.99,1,0
99,2026-04,20260401,50.04,1,0
99,2026-05,20260501,49.57,1,0
99,2026-06,20260601,49.87,1,0
100,2026-02,20260201,38.75,1,0
100,2026-03,20260301,38.56,1,0
100,2026-04,20260401,38.42,1,0
100,2026-05,20260501,38.67,1,0
100,2026-06,20260601,38.62,1,0
101,2026-03,20260301,117.26,1,0
101,2026-04,20260401,116.76,1,0
101,2026-05,20260501,117.17,1,0
101,2026-06,20260601,117.43,1,0
102,2026-02,20260201,113.51,1,0
102,2026-03,20260301,113.27,1,0
102,2026-04,20260401,112.59,1,0
102,2026-05,20260501,112.65,1,0
102,2026-06,20260601,112.46,1,0
103,2026-02,20260201,117.82,1,0
103,2026-03,20260301,117.96,1,0
103,2026-04,20260401,118.82,1,0
103,2026-05,20260501,117.98,1,0
103,2026-06,20260601,118.0,1,0
104,2026-02,20260201,53.64,1,0
104,2026-03,20260301,53.65,1,0
104,2026-04,20260401,53.48,1,0
104,2026-05,20260501,53.57,1,0
104,2026-06,20260601,53.43,1,0
105,2026-02,20260201,45.71,1,0
105,2026-03,20260301,45.82,1,0
105,2026-04,20260401,45.71,1,0
105,2026-05,20260501,45.64,1,0
105,2026-06,20260601,45.79,1,0
106,2026-02,20260201,111.99,1,0
106,2026-03,20260301,112.22,1,0
106,2026-04,20260401,112.22,1,0
106,2026-05,20260501,112.14,1,0
106,2026-06,20260601,112.04,1,0
107,2026-02,20260201,45.86,1,0
107,2026-03,20260301,45.31,1,0
107,2026-04,20260401,45.57,1,0
107,2026-05,20260501,45.51,1,0
107,2026-06,20260601,45.7,1,0
108,2026-02,20260201,43.92,1,0
108,2026-03,20260301,44.01,1,0
108,2026-04,20260401,44.3,1,0
108,2026-05,20260501,44.57,1,0
108,2026-06,20260601,43.76,1,0
109,2026-02,20260201,46.14,1,0
109,2026-03,20260301,46.22,1,0
109,2026-04,20260401,46.24,1,0
109,2026-05,20260501,46.47,1,0
109,2026-06,20260601,46.13,1,0
110,2026-03,20260301,582.76,1,0
110,2026-04,20260401,581.03,1,0
110,2026-05,20260501,583.09,1,0
110,2026-06,20260601,583.39,1,0
111,2026-02,20260201,125.23,1,0
111,2026-03,20260301,126.06,1,0
111,2026-04,20260401,125.34,1,0
111,2026-05,20260501,126.03,1,0
111,2026-06,20260601,125.15,1,0
112,2026-02,20260201,42.2,1,0
112,2026-03,20260301,42.36,1,0
112,2026-04,20260401,42.45,1,0
112,2026-05,20260501,42.44,0,1
113,2026-03,20260301,127.61,1,0
113,2026-04,20260401,127.33,1,0
113,2026-05,20260501,127.71,1,0
113,2026-06,20260601,128.51,1,0
114,2026-03,20260301,101.34,1,0
114,2026-04,20260401,102.14,1,0
114,2026-05,20260501,101.93,1,0
114,2026-06,20260601,101.42,0,1
115,2026-02,20260201,114.52,1,0
115,2026-03,20260301,114.5,1,0
115,2026-04,20260401,114.83,1,0
115,2026-05,20260501,114.19,1,0
115,2026-06,20260601,114.39,1,0
116,2026-02,20260201,103.91,1,0
116,2026-03,20260301,104.22,1,0
116,2026-04,20260401,103.82,1,0
116,2026-05,20260501,104.7,1,0
116,2026-06,20260601,104.42,1,0
117,2026-02,20260201,93.46,1,0
117,2026-03,20260301,94.23,1,0
117,2026-04,20260401,93.32,1,0
117,2026-05,20260501,93.68,1,0
117,2026-06,20260601,93.37,1,0
118,2026-02,20260201,96.25,1,0
118,2026-03,20260301,95.71,1,0
118,2026-04,20260401,96.47,1,0
118,2026-05,20260501,96.79,1,0
118,2026-06,20260601,96.06,1,0
119,2026-02,20260201,103.28,1,0
119,2026-03,20260301,104.35,1,0
119,2026-04,20260401,103.02,1,0
119,2026-05,20260501,103.85,1,0
119,2026-06,20260601,103.67,1,0
120,2026-02,20260201,43.66,1,0
120,2026-03,20260301,43.6,1,0
120,2026-04,20260401,43.7,1,0
120,2026-05,20260501,43.49,1,0
120,2026-06,20260601,43.91,1,0
121,2026-02,20260201,44.22,1,0
121,2026-03,20260301,43.94,1,0
121,2026-04,20260401,43.83,1,0
121,2026-05,20260501,43.94,1,0
121,2026-06,20260601,43.83,1,0
122,2026-02,20260201,37.89,1,0
122,2026-03,20260301,38.09,1,0
122,2026-04,20260401,38.01,1,0
122,2026-05,20260501,37.61,1,0
122,2026-06,20260601,38.03,1,0
123,2026-02,20260201,117.67,1,0
123,2026-03,20260301,117.48,1,0
123,2026-04,20260401,118.64,1,0
123,2026-05,20260501,117.95,1,0
123,2026-06,20260601,118.42,1,0
124,2026-02,20260201,40.21,1,0
124,2026-03,20260301,39.97,1,0
124,2026-04,20260401,40.29,1,0
124,2026-05,20260501,39.93,1,0
124,2026-06,20260601,40.02,1,0
125,2026-02,20260201,46.31,1,0
125,2026-03,20260301,46.64,1,0
125,2026-04,20260401,45.79,1,0
125,2026-05,20260501,46.22,1,0
125,2026-06,20260601,46.38,1,0
126,2026-02,20260201,129.82,1,0
126,2026-03,20260301,129.32,1,0
126,2026-04,20260401,130.55,1,0
126,2026-05,20260501,129.61,1,0
126,2026-06,20260601,128.85,1,0
127,2026-02,20260201,121.46,1,0
127,2026-03,20260301,121.77,1,0
127,2026-04,20260401,121.93,1,0
127,2026-05,20260501,122.01,1,0
127,2026-06,20260601,122.31,1,0
128,2026-03,20260301,114.53,1,0
128,2026-04,20260401,114.35,1,0
128,2026-05,20260501,114.11,1,0
128,2026-06,20260601,114.92,1,0
