customer_id,opportunity_id,lead_id,acquisition_date_key,channel_id,campaign_id,region_id,company_size,business_type,plan,starting_mrr
53,168,786,20260108,6,16,1,1-9,Bar,Starter,44.73
54,170,801,20260107,4,10,5,10-49,Bar,Starter,38.53
55,171,804,20260117,5,14,8,10-49,Restaurant,Pro,108.95
56,177,830,20260113,7,19,2,1-9,Bar,Starter,43.48
57,179,832,20260111,7,19,8,10-49,Café,Pro,111.47
58,183,844,20260105,5,14,1,1-9,Snack,Pro,109.87
59,185,851,20260112,7,19,4,10-49,Restaurant,Pro,107.45
60,188,866,20260116,6,16,4,10-49,Café,Starter,42.92
61,189,870,20260104,7,19,5,10-49,Restaurant,Pro,99.08
62,190,871,20260209,7,19,5,10-49,Restaurant,Starter,38.44
63,191,893,20260101,5,13,1,1-9,Bar,Starter,44.73
64,193,896,20260104,7,20,1,10-49,Restaurant,Pro,103.95
65,198,916,20260227,1,1,4,50+,Café,Group,826.85
66,200,926,20260111,4,11,1,1-9,Bar,Starter,48.99
67,201,931,20260123,7,20,8,50+,Restaurant,Group,1536.69
68,203,947,20260104,6,17,4,1-9,Restaurant,Starter,45.43
69,205,949,20260406,6,17,6,50+,Restaurant,Group,950.73
70,206,952,20260116,7,20,2,1-9,Bar,Starter,49.31
71,208,958,20260113,4,11,1,1-9,Hotel,Starter,49.7
72,213,995,20260107,4,10,6,1-9,Restaurant,Starter,46.6
73,216,1006,20260120,5,15,8,1-9,Café,Starter,41.73
74,221,1022,20260111,1,1,1,1-9,Restaurant,Pro,119.07
75,222,1036,20260123,5,14,5,1-9,Hotel,Pro,123.23
76,225,1047,20260122,4,11,5,1-9,Snack,Starter,41.2
77,229,1055,20260113,7,20,6,10-49,Hotel,Starter,48.23
78,235,1073,20260127,1,1,1,1-9,Restaurant,Starter,43.26
79,239,1085,20260203,1,2,6,10-49,Snack,Starter,49.55
80,241,1095,20260201,5,14,8,1-9,Bar,Starter,41.68
81,248,1129,20260125,5,14,3,1-9,Snack,Starter,45.5
82,250,1137,20260128,7,19,5,10-49,Bar,Group,729.59
83,253,1147,20260128,4,11,6,1-9,Restaurant,Starter,43.35
84,256,1154,20260213,6,17,3,1-9,Café,Starter,44.57
85,257,1155,20260201,1,1,1,10-49,Bar,Pro,121.55
86,259,1170,20260220,5,14,1,1-9,Snack,Starter,42.33
87,262,1185,20260204,5,14,8,10-49,Restaurant,Pro,111.12
88,263,1187,20260130,6,16,1,1-9,Restaurant,Starter,49.43
89,265,1191,20260215,7,20,1,10-49,Restaurant,Group,726.91
90,266,1195,20260311,2,5,1,50+,Café,Group,840.24
91,269,1212,20260126,7,20,2,10-49,Restaurant,Pro,118.27
92,271,1226,20260220,6,17,6,10-49,Restaurant,Pro,117.59
93,272,1227,20260214,7,19,2,10-49,Hotel,Pro,106.51
94,274,1241,20260211,4,10,4,10-49,Bar,Pro,118.24
95,278,1261,20260202,5,15,3,1-9,Restaurant,Starter,41.41
96,284,1293,20260219,6,17,6,10-49,Hotel,Pro,120.94
97,285,1294,20260227,7,19,5,10-49,Restaurant,Pro,103.72
98,286,1308,20260207,4,10,8,10-49,Restaurant,Pro,111.5
99,292,1346,20260210,2,4,3,1-9,Restaurant,Starter,49.85
100,293,1356,20260203,5,14,5,1-9,Restaurant,Starter,38.56
101,297,1378,20260328,2,5,1,50+,Restaurant,Pro,117.41
102,302,1422,20260212,5,13,8,50+,Café,Pro,112.8
103,303,1423,20260224,5,14,2,10-49,Restaurant,Pro,118.23
104,304,1424,20260210,6,16,1,1-9,Hotel,Starter,53.66
105,305,1425,20260224,6,16,8,1-9,Restaurant,Starter,45.74
106,318,1452,20260213,7,19,5,1-9,Restaurant,Pro,112.11
107,321,1471,20260206,5,14,5,1-9,Bar,Starter,45.68
108,323,1477,20260207,6,17,2,10-49,Restaurant,Starter,44.1
109,327,1488,20260206,4,11,3,1-9,Restaurant,Starter,46.41
110,333,1517,20260315,5,14,1,50+,Café,Group,583.46
111,334,1519,20260207,6,17,6,1-9,Restaurant,Pro,125.43
112,338,1548,20260212,3,7,5,1-9,Snack,Starter,42.48
113,343,1583,20260303,5,14,3,10-49,Restaurant,Pro,128.27
114,345,1589,20260306,7,20,5,1-9,Restaurant,Pro,101.87
115,347,1592,20260224,2,5,5,50+,Restaurant,Pro,114.12
116,351,1603,20260213,5,13,2,1-9,Restaurant,Pro,104.45
117,352,1605,20260220,6,16,6,50+,Restaurant,Pro,93.76
118,353,1609,20260223,6,17,7,10-49,Café,Pro,96.01
119,355,1611,20260218,6,17,4,10-49,Restaurant,Pro,103.96
120,357,1621,20260217,4,11,5,1-9,Restaurant,Starter,43.72
121,358,1628,20260219,7,19,4,1-9,Restaurant,Starter,44.0
122,359,1629,20260214,7,19,5,1-9,Café,Starter,37.85
123,360,1630,20260225,7,20,3,10-49,Café,Pro,117.84
124,361,1631,20260211,7,20,8,1-9,Restaurant,Starter,40.04
125,363,1645,20260224,4,11,3,10-49,Restaurant,Starter,46.15
126,369,1670,20260226,7,19,1,10-49,Snack,Pro,130.06
127,370,1671,20260221,7,19,1,10-49,Restaurant,Pro,122.42
128,372,1682,20260330,6,17,1,10-49,Restaurant,Pro,114.15
129,373,1683,20260220,6,18,5,10-49,Hotel,Starter,48.15
130,374,1696,20260221,3,9,7,1-9,Bar,Pro,106.8
131,376,1706,20260404,6,16,1,10-49,Restaurant,Pro,121.44
132,382,1733,20260217,6,16,1,1-9,Snack,Starter,40.26
133,383,1735,20260310,7,19,2,10-49,Restaurant,Starter,42.9
134,388,1755,20260211,6,16,6,1-9,Restaurant,Starter,44.88
135,397,1785,20260304,6,16,4,10-49,Restaurant,Group,588.69
136,398,1786,20260318,6,17,7,10-49,Restaurant,Pro,121.87
137,401,1804,20260308,6,17,3,1-9,Bar,Pro,114.2
138,404,1807,20260226,7,19,5,10-49,Snack,Pro,108.45
139,405,1817,20260223,6,17,7,10-49,Café,Group,1171.31
140,406,1818,20260312,6,17,3,1-9,Bar,Pro,113.08
141,407,1821,20260313,7,20,5,10-49,Café,Group,588.9
142,410,1837,20260301,4,11,1,1-9,Snack,Starter,51.98
143,411,1840,20260220,5,15,8,1-9,Café,Starter,43.7
144,417,1866,20260221,5,13,2,1-9,Snack,Starter,45.88
145,421,1875,20260222,7,20,3,1-9,Café,Starter,44.57
146,425,1889,20260227,4,12,6,1-9,Snack,Starter,48.52
147,426,1890,20260402,4,12,3,50+,Restaurant,Group,1134.18
148,427,1894,20260228,6,16,1,1-9,Restaurant,Starter,47.12
149,428,1896,20260220,7,20,8,1-9,Bar,Starter,43.56
150,433,1932,20260224,4,12,3,1-9,Snack,Starter,51.32
151,439,1978,20260227,6,17,1,1-9,Restaurant,Starter,44.62
152,442,1983,20260318,7,20,1,1-9,Restaurant,Starter,42.44
153,443,1984,20260301,1,3,7,1-9,Bar,Pro,128.22
154,445,1986,20260418,2,5,7,10-49,Snack,Pro,104.78
155,453,2022,20260225,7,20,5,1-9,Restaurant,Starter,45.06
156,454,2041,20260227,5,15,1,10-49,Snack,Starter,42.52
157,456,2044,20260307,7,20,2,1-9,Bar,Starter,46.04
158,458,2062,20260318,5,13,2,1-9,Café,Starter,44.3
159,460,2089,20260311,1,1,7,1-9,Snack,Pro,117.9
160,465,2117,20260307,6,16,2,1-9,Restaurant,Pro,110.66
161,469,2141,20260426,2,5,5,50+,Hotel,Pro,114.59
162,470,2153,20260310,5,13,5,1-9,Restaurant,Starter,50.66
163,471,2155,20260309,6,17,7,1-9,Restaurant,Pro,109.79
164,479,2192,20260406,5,15,1,10-49,Restaurant,Starter,50.66
165,480,2196,20260325,6,16,4,1-9,Bar,Pro,102.16
166,481,2198,20260319,6,16,6,10-49,Snack,Pro,109.52
167,485,2205,20260406,7,20,6,1-9,Restaurant,Starter,53.92
168,496,2262,20260311,1,2,2,1-9,Hotel,Starter,47.63
169,500,2282,20260304,7,20,2,1-9,Hotel,Pro,105.92
170,508,2328,20260324,4,12,4,50+,Restaurant,Pro,112.69
171,517,2359,20260319,7,21,1,10-49,Hotel,Starter,41.19
172,518,2362,20260326,2,5,5,50+,Bar,Group,1012.97
173,528,2401,20260402,5,13,1,1-9,Bar,Starter,43.35
174,539,2436,20260324,6,17,6,1-9,Bar,Starter,49.16
175,541,2441,20260522,1,3,4,50+,Snack,Group,1468.27
176,544,2449,20260409,4,10,2,10-49,Bar,Pro,96.98
177,547,2467,20260405,6,17,3,1-9,Snack,Starter,51.38
178,552,2485,20260406,5,13,2,10-49,Restaurant,Starter,39.95
179,561,2562,20260324,4,11,6,1-9,Restaurant,Pro,107.09
180,563,2565,20260407,4,11,5,1-9,Restaurant,Starter,45.13
181,566,2577,20260326,1,3,5,1-9,Hotel,Starter,52.17
182,568,2600,20260329,7,20,6,1-9,Bar,Starter,45.71
183,575,2632,20260405,7,20,7,50+,Café,Group,1317.75
184,576,2636,20260406,1,1,1,1-9,Restaurant,Starter,44.17
185,585,2696,20260402,6,17,2,1-9,Bar,Starter,45.92
186,586,2697,20260402,6,18,7,1-9,Café,Pro,107.7
187,592,2720,20260406,7,20,4,10-49,Bar,Starter,41.76
188,596,2734,20260408,5,13,1,1-9,Restaurant,Starter,48.51
189,597,2737,20260410,6,16,7,50+,Café,Group,1022.84
190,606,2779,20260429,7,19,3,10-49,Café,Pro,99.04
191,607,2780,20260520,7,19,5,10-49,Restaurant,Group,902.98
192,608,2781,20260404,7,20,2,1-9,Hotel,Pro,113.57
193,616,2809,20260404,4,11,8,1-9,Restaurant,Pro,109.39
194,619,2812,20260419,5,13,7,1-9,Café,Starter,46.51
195,625,2829,20260417,5,14,6,1-9,Restaurant,Starter,49.44
196,627,2835,20260422,7,21,6,1-9,Restaurant,Starter,48.99
197,629,2844,20260503,3,7,3,10-49,Restaurant,Pro,108.58
198,631,2848,20260406,3,8,8,1-9,Bar,Starter,51.07
199,633,2857,20260415,4,12,7,1-9,Bar,Starter,44.48
200,634,2858,20260418,5,13,1,10-49,Restaurant,Starter,44.75
201,635,2859,20260406,5,14,3,1-9,Restaurant,Pro,118.05
202,636,2860,20260427,5,14,3,10-49,Restaurant,Starter,47.31
203,637,2863,20260405,6,17,4,1-9,Restaurant,Pro,109.05
204,642,2888,20260407,5,14,6,1-9,Restaurant,Pro,99.25
205,644,2896,20260401,7,20,5,1-9,Hotel,Starter,46.3
206,646,2902,20260427,1,3,4,10-49,Bar,Pro,109.77
207,647,2903,20260526,2,4,1,10-49,Restaurant,Pro,111.9
208,650,2920,20260501,6,16,2,10-49,Restaurant,Pro,116.69
209,652,2940,20260414,5,13,5,1-9,Restaurant,Starter,43.99
210,656,2951,20260419,1,1,1,1-9,Hotel,Starter,46.18
211,661,2968,20260413,6,17,8,1-9,Restaurant,Pro,108.95
212,662,2970,20260409,7,19,5,1-9,Café,Starter,45.25
213,667,2990,20260428,7,20,5,10-49,Restaurant,Pro,94.63
214,668,3005,20260510,5,13,5,10-49,Restaurant,Starter,43.02
215,671,3009,20260503,6,17,6,10-49,Bar,Starter,43.34
216,676,3041,20260410,7,20,5,1-9,Bar,Pro,103.04
217,679,3056,20260423,4,10,1,1-9,Café,Starter,48.26
218,684,3071,20260418,7,20,6,1-9,Snack,Pro,116.97
219,687,3097,20260503,6,17,1,1-9,Restaurant,Starter,51.35
220,691,3122,20260424,5,13,4,10-49,Restaurant,Starter,45.18
221,694,3126,20260511,6,17,1,1-9,Restaurant,Starter,46.42
222,695,3127,20260428,6,17,2,1-9,Restaurant,Starter,51.67
223,697,3146,20260417,5,13,8,10-49,Restaurant,Starter,49.34
224,700,3157,20260419,7,21,2,1-9,Bar,Starter,42.98
225,701,3158,20260503,7,21,8,50+,Restaurant,Group,1425.64
226,702,3159,20260424,1,1,1,1-9,Restaurant,Starter,46.77
227,708,3192,20260503,4,11,2,10-49,Restaurant,Starter,45.27
228,709,3195,20260427,4,12,1,10-49,Restaurant,Pro,113.39
229,710,3199,20260424,6,18,2,1-9,Restaurant,Starter,46.08
230,715,3214,20260423,5,14,5,1-9,Café,Starter,48.87
231,719,3227,20260623,2,5,3,50+,Restaurant,Group,1193.53
232,725,3257,20260502,6,18,5,10-49,Hotel,Pro,116.8
233,726,3263,20260426,1,1,1,1-9,Café,Starter,50.3
234,730,3276,20260526,5,14,6,10-49,Restaurant,Pro,110.89
235,732,3282,20260427,7,19,4,1-9,Restaurant,Pro,120.83
236,733,3283,20260515,7,19,6,10-49,Restaurant,Pro,108.87
237,736,3297,20260424,4,10,4,1-9,Restaurant,Pro,107.96
238,742,3314,20260531,6,18,2,10-49,Restaurant,Starter,41.28
239,743,3316,20260521,7,20,4,10-49,Bar,Pro,123.27
240,745,3343,20260504,5,13,1,1-9,Restaurant,Starter,43.12
241,753,3388,20260428,7,19,4,1-9,Restaurant,Starter,42.65
242,755,3399,20260430,4,10,3,1-9,Restaurant,Starter,50.92
243,758,3410,20260518,6,17,8,1-9,Hotel,Pro,120.61
244,759,3414,20260505,7,21,1,10-49,Hotel,Pro,110.35
245,763,3423,20260523,4,10,3,10-49,Restaurant,Starter,46.28
246,765,3437,20260509,7,21,8,1-9,Restaurant,Starter,47.99
247,766,3438,20260508,7,21,1,1-9,Hotel,Starter,48.17
248,767,3442,20260511,1,3,1,1-9,Restaurant,Starter,49.3
249,768,3456,20260430,5,13,2,1-9,Snack,Starter,45.83
250,772,3474,20260506,4,10,6,10-49,Restaurant,Pro,110.86
251,774,3487,20260507,6,17,7,1-9,Restaurant,Starter,49.32
252,775,3490,20260501,6,17,3,1-9,Bar,Starter,42.57
253,778,3494,20260502,7,20,2,1-9,Snack,Starter,42.67
254,780,3497,20260503,1,1,8,1-9,Bar,Starter,48.64
255,788,3541,20260522,4,12,1,10-49,Bar,Pro,108.59
256,793,3570,20260517,7,21,7,50+,Restaurant,Pro,123.15
257,795,3589,20260504,6,18,5,1-9,Hotel,Pro,126.54
258,796,3590,20260516,7,19,1,1-9,Snack,Pro,123.65
259,797,3591,20260506,7,19,7,1-9,Bar,Starter,43.95
260,804,3621,20260630,6,17,7,50+,Snack,Group,781.24
261,808,3641,20260601,4,10,3,50+,Café,Group,1092.68
262,812,3654,20260607,7,21,8,10-49,Café,Pro,110.67
263,813,3655,20260509,7,21,6,1-9,Restaurant,Starter,40.82
264,815,3673,20260518,6,16,2,10-49,Snack,Pro,110.08
265,817,3680,20260526,7,20,8,1-9,Restaurant,Starter,45.31
266,820,3689,20260611,4,12,3,10-49,Bar,Group,835.16
267,822,3695,20260512,6,17,1,10-49,Bar,Group,570.43
268,824,3698,20260519,7,20,8,1-9,Restaurant,Starter,38.79
269,830,3731,20260614,4,10,8,10-49,Snack,Group,1184.01
270,833,3746,20260523,7,21,1,1-9,Bar,Starter,44.11
271,835,3760,20260519,7,19,2,1-9,Snack,Starter,51.63
272,838,3764,20260605,1,1,1,10-49,Bar,Starter,43.11
273,839,3769,20260528,2,4,4,1-9,Restaurant,Pro,124.31
274,847,3822,20260604,6,16,3,50+,Bar,Pro,130.22
275,850,3829,20260522,7,20,1,50+,Restaurant,Group,864.21
276,852,3839,20260615,4,10,2,50+,Restaurant,Group,1228.4
277,859,3862,20260531,2,4,1,1-9,Bar,Starter,44.13
278,862,3884,20260604,3,9,5,1-9,Restaurant,Starter,47.67
279,870,3930,20260517,7,19,8,1-9,Restaurant,Pro,93.97
280,873,3936,20260611,2,4,6,1-9,Snack,Pro,104.64
281,874,3943,20260524,4,10,5,1-9,Restaurant,Starter,44.75
282,878,3961,20260529,7,19,1,10-49,Bar,Pro,106.65
283,879,3962,20260614,7,19,1,50+,Bar,Pro,98.86
284,882,3982,20260525,5,13,5,10-49,Bar,Pro,112.74
285,886,4000,20260609,2,5,1,10-49,Snack,Pro,111.92
286,888,4014,20260530,5,13,5,1-9,Café,Starter,40.14
287,889,4020,20260610,6,16,8,50+,Restaurant,Group,1413.83
288,891,4023,20260519,6,17,2,50+,Snack,Pro,112.54
289,894,4028,20260530,7,20,8,10-49,Café,Pro,112.58
290,898,4045,20260529,5,14,2,1-9,Bar,Pro,112.27
291,899,4046,20260528,6,16,7,50+,Restaurant,Group,1371.13
292,902,4058,20260522,7,20,4,1-9,Restaurant,Pro,113.5
293,905,4063,20260528,1,1,1,1-9,Bar,Starter,43.49
294,907,4073,20260624,4,10,2,50+,Bar,Group,500.86
295,908,4074,20260609,4,10,7,1-9,Bar,Pro,109.53
296,909,4080,20260609,5,14,3,10-49,Restaurant,Pro,101.25
297,912,4085,20260606,1,1,1,10-49,Restaurant,Pro,113.29
298,916,4121,20260527,4,12,6,1-9,Restaurant,Pro,110.45
299,919,4133,20260604,2,4,3,10-49,Restaurant,Pro,97.26
300,922,4153,20260615,5,14,3,50+,Restaurant,Group,862.53
301,923,4157,20260601,7,21,1,1-9,Café,Pro,116.88
302,924,4159,20260530,7,21,7,1-9,Restaurant,Starter,45.6
303,925,4160,20260609,1,1,6,1-9,Restaurant,Starter,44.8
304,926,4163,20260617,2,4,2,1-9,Bar,Starter,45.55
305,928,4179,20260612,5,13,2,50+,Restaurant,Group,541.38
306,941,4221,20260619,2,4,8,50+,Snack,Group,1099.14
307,943,4228,20260605,4,10,3,10-49,Bar,Pro,110.36
308,947,4235,20260606,5,13,5,1-9,Hotel,Starter,45.5
309,949,4243,20260624,6,17,3,10-49,Restaurant,Starter,46.67
310,950,4244,20260618,7,19,3,1-9,Bar,Starter,42.55
311,957,4276,20260608,5,14,7,10-49,Restaurant,Pro,110.86
312,958,4284,20260615,1,3,5,1-9,Snack,Starter,50.36
313,961,4302,20260609,5,13,2,1-9,Restaurant,Starter,52.84
314,962,4304,20260527,6,16,1,1-9,Snack,Starter,49.62
315,964,4309,20260601,7,19,4,1-9,Restaurant,Starter,42.36
316,967,4329,20260605,7,20,5,1-9,Snack,Starter,44.41
317,971,4355,20260616,7,21,6,10-49,Snack,Group,943.44
318,977,4388,20260619,6,17,6,10-49,Restaurant,Pro,100.84
319,979,4392,20260609,7,20,4,1-9,Restaurant,Starter,48.01
320,985,4420,20260608,7,20,7,1-9,Restaurant,Starter,43.04
321,986,4421,20260604,7,21,5,10-49,Restaurant,Group,1502.79
322,993,4457,20260615,5,14,1,1-9,Café,Pro,126.54
323,994,4458,20260611,5,14,1,50+,Restaurant,Group,765.06
324,997,4463,20260605,7,20,6,1-9,Snack,Pro,112.21
325,1001,4502,20260618,4,11,3,1-9,Restaurant,Starter,48.62
326,1004,4514,20260613,7,19,8,1-9,Bar,Starter,43.27
327,1019,4601,20260629,6,17,3,10-49,Restaurant,Pro,112.87
328,1021,4606,20260622,7,19,2,1-9,Snack,Starter,43.05
329,1024,4625,20260615,7,19,1,1-9,Restaurant,Pro,107.52
330,1025,4626,20260616,7,20,1,1-9,Restaurant,Starter,44.51
331,1028,4635,20260620,2,4,8,1-9,Restaurant,Starter,45.16
332,1029,4643,20260629,3,8,3,1-9,Restaurant,Starter,48.98
333,1033,4649,20260611,5,14,2,10-49,Restaurant,Pro,116.43
334,1041,4680,20260619,6,16,1,10-49,Snack,Pro,116.84
335,1046,4704,20260630,5,13,7,1-9,Restaurant,Pro,125.09
336,1047,4705,20260622,5,14,3,1-9,Restaurant,Pro,101.7
337,1050,4710,20260616,6,17,8,10-49,Restaurant,Pro,103.37
338,1071,4791,20260629,5,14,2,10-49,Bar,Pro,105.37
339,1075,4811,20260629,7,19,7,10-49,Restaurant,Pro,113.42
340,1079,4834,20260624,5,14,1,1-9,Snack,Starter,44.66
341,1091,4903,20260618,7,19,6,1-9,Restaurant,Pro,100.45
342,1094,4919,20260625,4,11,6,10-49,Restaurant,Starter,52.96
343,1098,4930,20260621,7,19,1,1-9,Restaurant,Pro,120.59
344,1100,4933,20260628,1,1,1,1-9,Snack,Pro,131.33
345,1104,4952,20260629,4,10,1,1-9,Café,Pro,98.38
346,1105,4954,20260630,4,12,3,1-9,Restaurant,Pro,127.58
347,1121,5012,20260626,6,16,5,1-9,Bar,Pro,118.83
348,1127,5037,20260625,6,16,5,1-9,Café,Starter,50.77
349,1142,5084,20260628,7,19,8,1-9,Bar,Starter,45.59
350,1148,5123,20260629,4,11,6,1-9,Snack,Starter,45.19
