opportunity_id,lead_id,created_at,closed_at,stage,plan,sites,expected_value,won_value
30,175,2025-11-18,2025-11-29,Lost,Starter,1,635.19,0.0
31,179,2025-11-21,2025-12-02,Won,Starter,1,570.56,556.97
32,182,2025-11-17,2025-12-18,Won,Pro,1,1351.39,1278.42
33,186,2025-11-22,2025-12-14,Lost,Pro,1,1518.49,0.0
34,188,2025-11-14,2025-12-02,Won,Starter,1,622.11,558.12
35,190,2025-11-20,2025-12-16,Lost,Pro,1,1381.71,0.0
36,192,2025-11-15,2026-02-09,Won,Pro,1,1490.54,1341.7
37,197,2025-11-16,2025-12-18,Lost,Starter,1,560.25,0.0
38,200,2025-11-23,2026-01-05,Lost,Pro,1,1309.88,0.0
39,201,2025-11-21,2025-12-14,Lost,Starter,1,636.72,0.0
40,202,2025-11-23,2025-12-08,Won,Pro,1,1376.57,1399.35
41,205,2025-11-20,2025-11-24,Lost,Starter,1,625.78,0.0
42,207,2025-11-19,2025-12-01,Lost,Starter,1,564.58,0.0
43,218,2025-11-20,2025-12-01,Won,Starter,1,534.1,516.71
44,224,2025-11-20,2025-11-28,Lost,Starter,1,631.16,0.0
45,230,2025-11-16,2025-12-01,Won,Starter,1,645.15,569.77
46,235,2025-11-19,2025-12-01,Won,Pro,1,1353.46,1160.83
47,242,2025-11-21,2025-12-12,Lost,Pro,1,1376.55,0.0
48,245,2025-11-21,2025-12-01,Lost,Pro,1,1530.97,0.0
49,248,2025-11-23,2025-12-15,Won,Starter,1,554.09,558.27
50,249,2025-11-24,2025-12-20,Lost,Starter,1,581.17,0.0
51,250,2025-11-24,2025-12-10,Lost,Pro,1,1570.14,0.0
52,253,2025-11-25,2025-12-30,Won,Pro,1,1503.3,1470.92
53,260,2025-11-18,2025-11-26,Won,Pro,1,1554.31,1442.2
54,261,2025-11-25,2025-12-19,Won,Starter,1,624.53,574.56
55,272,2025-11-25,2026-01-16,Lost,Group,3,10390.2,0.0
56,276,2025-11-21,2025-12-04,Lost,Starter,1,550.25,0.0
57,278,2025-11-22,2025-11-27,Lost,Pro,1,1525.4,0.0
58,284,2025-11-22,2025-12-10,LOST,Starter,1,635.09,0.0
59,290,2025-11-23,2025-12-16,Lost,Pro,1,1514.11,0.0
60,294,2025-11-28,2025-12-24,Won,Group,4,13915.69,11859.53
61,299,2025-11-20,2026-03-27,Lost,Pro,1,1378.01,0.0
62,304,2025-11-24,2025-12-19,Lost,Starter,1,627.97,0.0
63,305,2025-11-27,2025-12-18,Won,Starter,1,620.5,536.0
64,306,2025-11-22,2026-01-09,Lost,Pro,1,1446.87,0.0
65,316,2025-11-24,2025-12-01,Lost,Pro,1,1551.61,0.0
66,318,2025-11-29,2025-12-04,Lost,Starter,1,544.3,0.0
67,325,2025-11-26,2026-01-03,Won,Starter,1,561.95,480.24
68,328,2025-11-25,2025-12-10,Lost,Pro,1,1537.6,0.0
69,329,2025-11-25,2025-12-10,Lost,Starter,1,550.09,0.0
70,330,2025-11-23,2025-12-08,Lost,Pro,1,1471.92,0.0
71,331,2025-11-26,2025-12-06,LOST,Pro,1,1426.03,0.0
72,340,2025-11-27,2025-12-06,Lost,Starter,1,633.62,0.0
73,345,2025-11-27,2026-01-02,Lost,Pro,1,1427.51,0.0
74,349,2025-11-24,2025-12-06,Lost,Starter,1,550.35,0.0
75,353,2025-12-01,2025-12-11,Lost,Starter,1,544.96,0.0
76,373,2025-12-02,2025-12-10,Won,Pro,1,1315.59,1149.78
77,384,2025-11-28,2025-12-24,Lost,Starter,1,586.69,0.0
78,385,2025-11-24,2025-12-12,Lost,Starter,1,530.51,0.0
79,399,2025-11-30,2025-12-14,Won,Starter,1,566.94,502.59
80,400,2025-11-28,2026-03-17,Lost,Group,3,10504.32,0.0
81,401,2025-12-03,2026-01-06,Lost,Pro,1,1383.62,0.0
82,403,2025-12-02,2025-12-08,Lost,Starter,1,566.11,0.0
83,404,2025-11-25,2025-12-15,Lost,Pro,1,1332.18,0.0
84,405,2025-11-25,2025-12-23,Lost,Group,3,10658.67,0.0
85,415,2025-11-29,2025-12-14,Lost,Starter,1,641.78,0.0
86,417,2025-11-27,2025-12-19,Lost,Starter,1,583.28,0.0
87,418,2025-11-27,2025-12-11,Lost,Group,3,10061.16,0.0
88,420,2025-12-02,2025-12-29,Lost,Starter,1,628.28,0.0
89,424,2025-11-28,2025-12-13,Won,Pro,1,1447.9,1296.9
90,429,2025-11-27,2025-12-28,Lost,Pro,1,1356.38,0.0
91,433,2025-11-28,2026-01-09,Lost,Group,4,14758.02,0.0
92,453,2025-11-29,2025-12-13,Won,Starter,1,572.61,554.05
93,457,2025-12-06,2025-12-15,Lost,Starter,1,561.4,0.0
94,458,2025-12-05,2025-12-16,Lost,Starter,1,602.84,0.0
95,459,2025-11-29,2025-12-08,Lost,Pro,1,1360.42,0.0
96,466,2025-12-07,2025-12-23,Won,Group,5,19045.15,16940.62
97,469,2025-11-29,2025-12-14,Lost,Starter,1,584.64,0.0
98,470,2025-12-01,2025-12-23,Lost,Starter,1,591.97,0.0
99,486,2025-12-02,2025-12-08,Won,Starter,1,554.26,505.97
100,487,2025-12-01,2026-01-11,Won,Pro,1,1381.28,1245.19
101,496,2025-12-02,2025-12-29,Lost,Pro,1,1553.58,0.0
102,499,2025-12-03,2025-12-30,Lost,Pro,1,1314.51,0.0
103,512,2025-12-03,2025-12-19,Lost,Starter,1,549.79,0.0
104,513,2025-12-05,2025-12-21,Lost,Starter,1,543.09,0.0
105,515,2025-12-10,2025-12-31,Lost,Pro,1,1430.42,0.0
106,527,2025-12-10,2026-01-17,Lost,Starter,1,622.16,0.0
107,534,2025-12-10,2026-02-09,Lost,Group,4,13665.56,0.0
108,535,2025-12-10,2025-12-31,Lost,Group,3,10596.69,0.0
109,538,2025-12-06,2025-12-24,Lost,Pro,1,1480.85,0.0
110,539,2025-12-08,2025-12-16,Lost,Starter,1,590.34,0.0
111,547,2025-12-06,2025-12-17,Lost,Starter,1,604.59,0.0
112,548,2025-12-10,2026-02-04,Lost,Group,3,11218.44,0.0
113,551,2025-12-06,2026-01-03,Lost,Pro,1,1467.79,0.0
114,552,2025-12-06,2025-12-11,Lost,Starter,1,578.59,0.0
115,553,2025-12-11,2025-12-28,Won,Pro,1,1340.86,1208.75
116,558,2025-12-07,2026-01-22,LOST,Pro,1,1348.75,0.0
117,578,2025-12-12,2025-12-26,Lost,Starter,1,561.42,0.0
118,579,2025-12-08,2026-01-12,Won,Starter,1,605.2,550.27
119,583,2025-12-06,2025-12-22,Lost,Starter,1,634.69,0.0
120,598,2025-12-07,2025-12-18,Lost,Starter,1,549.55,0.0
121,599,2025-12-12,2025-12-31,Lost,Pro,1,1420.37,0.0
122,602,2025-12-12,2026-01-05,Won,Starter,1,595.93,550.33
123,605,2025-12-10,2025-12-26,Lost,Pro,1,1422.73,0.0
124,609,2025-12-10,2025-12-22,Lost,Starter,1,542.21,0.0
125,622,2025-12-10,2025-12-16,Lost,Starter,1,643.46,0.0
126,629,2025-12-11,2026-01-21,Lost,Group,5,17751.55,0.0
127,630,2025-12-11,2026-01-06,Lost,Pro,1,1410.75,0.0
128,631,2025-12-11,2026-01-22,Lost,Group,5,16234.92,0.0
129,634,2025-12-11,2025-12-29,Lost,Group,2,7644.47,0.0
130,636,2025-12-16,2026-01-01,Lost,Starter,1,559.89,0.0
131,639,2025-12-16,2026-01-07,Won,Group,3,10478.97,10081.33
132,643,2025-12-11,2026-01-04,Won,Starter,1,605.47,542.83
133,644,2025-12-16,2026-01-11,Won,Starter,1,533.55,453.53
134,647,2025-12-10,2026-01-12,Won,Pro,1,1334.46,1218.92
135,648,2025-12-16,2026-01-04,Lost,Pro,1,1292.91,0.0
136,649,2025-12-09,2025-12-16,Won,Starter,1,552.31,485.83
137,656,2025-12-11,2026-01-06,Won,Starter,1,629.7,635.48
138,657,2025-12-12,2025-12-18,Lost,Starter,1,610.27,0.0
139,658,2025-12-16,2026-01-23,Lost,Group,4,12992.76,0.0
140,659,2025-12-10,2025-12-31,Lost,Pro,1,1359.76,0.0
141,660,2025-12-18,2026-01-05,Lost,Starter,1,621.97,0.0
142,667,2025-12-17,2025-12-31,Lost,Starter,1,589.65,0.0
143,675,2025-12-11,2026-01-03,Won,Pro,1,1402.22,1254.66
144,678,2025-12-11,2025-12-26,Lost,Group,2,6553.24,0.0
145,679,2025-12-10,2026-01-20,Won,Pro,1,1436.58,1309.56
146,680,2025-12-15,2025-12-30,Lost,Pro,1,1430.87,0.0
147,683,2025-12-10,2026-01-07,Lost,Group,3,9803.14,0.0
148,684,2025-12-17,2025-12-21,Lost,Pro,1,1564.27,0.0
149,685,2025-12-15,2026-03-09,Lost,Group,5,18118.44,0.0
150,707,2025-12-14,2026-01-09,Lost,Group,3,11004.41,0.0
151,724,2025-12-16,2026-01-10,Lost,Pro,1,1570.02,0.0
152,725,2025-12-17,2026-01-01,Lost,Starter,1,558.5,0.0
153,738,2025-12-20,2026-01-16,Lost,Pro,1,1354.21,0.0
154,739,2025-12-17,2025-12-31,won,Starter,1,537.12,490.67
155,740,2025-12-13,2025-12-23,Won,Starter,1,610.25,612.22
156,744,2025-12-21,2026-01-10,Lost,Group,5,17814.65,0.0
157,746,2025-12-16,2025-12-30,Lost,Starter,1,563.35,0.0
158,747,2025-12-17,2026-01-27,Lost,Pro,1,1531.77,0.0
159,753,2025-12-17,2025-12-30,Won,Starter,1,632.6,644.09
160,755,2025-12-23,2026-01-02,Lost,Pro,1,1515.23,0.0
161,761,2025-12-21,2026-01-09,Lost,Starter,1,581.33,0.0
162,765,2025-12-15,2025-12-25,Lost,Starter,1,595.31,0.0
163,766,2025-12-20,2026-01-22,Lost,Pro,1,1543.18,0.0
164,768,2025-12-23,2026-03-14,Won,Group,2,6821.05,6115.85
165,770,2025-12-15,2026-01-15,Won,Starter,1,532.65,488.14
166,778,2025-12-23,2026-01-18,Won,Pro,1,1399.36,1324.16
167,782,2025-12-24,2026-01-13,Lost,Starter,1,574.54,0.0
168,786,2025-12-21,2026-01-08,Won,Starter,1,549.39,536.79
169,799,2025-12-19,2026-01-16,Lost,Group,2,6829.95,0.0
170,801,2025-12-22,2026-01-07,Won,Starter,1,533.78,462.4
171,804,2025-12-24,2026-01-17,Won,Pro,1,1301.84,1307.4
172,806,2025-12-21,2026-01-07,Lost,Pro,1,1336.4,0.0
173,813,2025-12-22,2026-01-11,Lost,Starter,1,548.52,0.0
174,822,2025-12-22,2025-12-30,Lost,Pro,1,1378.24,0.0
175,826,2025-12-26,2026-01-12,Lost,Starter,1,562.37,0.0
176,827,2025-12-24,2026-01-07,Lost,Starter,1,594.07,0.0
177,830,2025-12-26,2026-01-13,Won,Starter,1,566.1,521.81
178,831,2025-12-20,2025-12-30,Lost,Pro,1,1480.31,0.0
179,832,2025-12-23,2026-01-11,Won,Pro,1,1444.44,1337.64
180,836,2025-12-26,2026-02-17,Lost,Group,5,18365.11,0.0
181,837,2025-12-22,2026-01-07,Lost,Starter,1,608.57,0.0
182,839,2025-12-26,2026-01-22,Lost,Group,5,17223.17,0.0
183,844,2025-12-19,2026-01-05,Won,Pro,1,1349.33,1318.49
184,848,2025-12-21,2026-01-18,Lost,Starter,1,640.86,0.0
185,851,2025-12-22,2026-01-12,Won,Pro,1,1454.8,1289.38
186,860,2025-12-26,2026-01-14,Lost,Group,3,9580.12,0.0
187,861,2025-12-26,2026-01-09,Lost,Pro,1,1357.01,0.0
188,866,2025-12-25,2026-01-16,Won,Starter,1,539.53,515.06
189,870,2025-12-24,2026-01-04,Won,Pro,1,1367.68,1188.96
190,871,2025-12-20,2026-02-09,Won,Starter,1,539.76,461.32
191,893,2025-12-21,2026-01-01,Won,Starter,1,544.24,536.75
192,895,2025-12-28,2026-01-13,Lost,Starter,1,590.85,0.0
193,896,2025-12-22,2026-01-04,Won,Pro,1,1332.21,1247.4
194,905,2025-12-30,2026-01-16,Lost,Starter,1,617.19,0.0
195,907,2025-12-29,2026-01-14,Lost,Pro,1,1301.45,0.0
196,913,2025-12-27,2026-01-06,Lost,Starter,1,581.44,0.0
197,915,2025-12-25,2026-01-08,Lost,Starter,1,599.51,0.0
198,916,2025-12-27,2026-02-27,Won,Group,3,11204.68,9922.22
199,923,2025-12-26,2026-01-14,Lost,Pro,1,1364.24,0.0
200,926,2025-12-29,2026-01-11,Won,Starter,1,585.33,587.9
201,931,2025-12-27,2026-01-23,Won,Group,5,18309.66,18440.32
202,946,2025-12-31,2026-02-23,Lost,Group,2,7129.84,0.0
203,947,2025-12-29,2026-01-04,Won,Starter,1,544.49,545.12
204,948,2025-12-30,2026-01-20,Lost,Group,2,7333.96,0.0
205,949,2026-01-02,2026-04-06,Won,Group,4,12798.55,11408.7
206,952,2025-12-29,2026-01-16,Won,Starter,1,603.28,591.7
207,957,2026-01-02,2026-03-18,Lost,Pro,1,1503.72,0.0
208,958,2025-12-29,2026-01-13,Won,Starter,1,631.19,596.44
209,961,2025-12-30,2026-01-26,Lost,Starter,1,547.55,0.0
210,963,2026-01-01,2026-01-14,Lost,Pro,1,1377.97,0.0
211,972,2026-01-01,2026-02-12,Lost,Group,2,7182.55,0.0
212,991,2025-12-29,2026-01-14,Lost,Starter,1,635.18,0.0
213,995,2026-01-01,2026-01-07,Won,Starter,1,564.49,559.23
214,1003,2026-01-02,2026-01-14,Lost,Starter,1,621.55,0.0
215,1005,2026-01-05,2026-01-18,Lost,Starter,1,624.92,0.0
216,1006,2026-01-04,2026-01-20,Won,Starter,1,551.52,500.75
217,1010,2026-01-08,2026-01-14,LOST,Pro,1,1354.4,0.0
218,1011,2026-01-07,2026-04-09,Lost,Pro,1,1320.89,0.0
219,1013,2026-01-04,2026-02-15,Lost,Pro,1,1323.14,0.0
220,1017,2026-01-08,2026-01-27,Lost,Starter,1,635.02,0.0
221,1022,2026-01-04,2026-01-11,Won,Pro,1,1515.44,1428.88
222,1036,2026-01-08,2026-01-23,Won,Pro,1,1526.32,1478.76
223,1039,2026-01-04,2026-01-17,Lost,Starter,1,569.06,0.0
224,1046,2026-01-02,2026-01-30,Lost,Starter,1,636.88,0.0
225,1047,2026-01-07,2026-01-22,Won,Starter,1,543.08,494.39
226,1050,2026-01-05,2026-01-28,Lost,Pro,1,1340.23,0.0
227,1052,2026-01-05,2026-03-28,Lost,Group,3,9425.34,0.0
228,1053,2026-01-03,2026-01-15,Lost,Pro,1,1538.41,0.0
229,1055,2026-01-06,2026-01-13,Won,Starter,1,569.94,578.72
230,1060,2026-01-05,2026-02-08,Lost,Starter,1,613.0,0.0
231,1067,2026-01-05,2026-01-18,Lost,Pro,1,1319.45,0.0
232,1069,2026-01-05,2026-01-24,Lost,Pro,1,1320.59,0.0
233,1070,2026-01-09,2026-01-29,Lost,Pro,1,1470.95,0.0
234,1071,2026-01-12,2026-01-31,Lost,Starter,1,552.93,0.0
235,1073,2026-01-10,2026-01-27,Won,Starter,1,531.64,519.18
236,1074,2026-01-07,2026-01-15,Lost,Pro,1,1308.54,0.0
237,1082,2026-01-05,2026-01-18,Lost,Pro,1,1428.95,0.0
238,1083,2026-01-11,2026-01-17,Lost,Starter,1,533.26,0.0
239,1085,2026-01-07,2026-02-03,Won,Starter,1,589.57,594.55
240,1094,2026-01-12,2026-01-25,Lost,Starter,1,578.56,0.0
241,1095,2026-01-14,2026-02-01,Won,Starter,1,561.67,500.2
242,1098,2026-01-09,2026-01-27,Lost,Pro,1,1346.54,0.0
243,1105,2026-01-08,2026-01-20,Lost,Pro,1,1482.61,0.0
244,1108,2026-01-08,2026-02-11,Lost,Starter,1,569.03,0.0
245,1109,2026-01-10,2026-01-25,Lost,Group,4,12765.65,0.0
246,1115,2026-01-11,2026-01-30,Lost,Group,2,7078.32,0.0
247,1123,2026-01-11,2026-02-01,Lost,Pro,1,1365.26,0.0
248,1129,2026-01-12,2026-01-25,Won,Starter,1,623.95,545.94
249,1132,2026-01-09,2026-01-21,Lost,Group,2,6650.77,0.0
250,1137,2026-01-09,2026-01-28,Won,Group,3,9838.45,8755.02
251,1138,2026-01-16,2026-02-08,Lost,Pro,1,1311.74,0.0
252,1146,2026-01-12,2026-02-03,Lost,Starter,1,561.01,0.0
253,1147,2026-01-16,2026-01-28,Won,Starter,1,535.39,520.18
254,1148,2026-01-12,2026-01-27,Lost,Starter,1,573.17,0.0
255,1153,2026-01-13,2026-02-09,Lost,Pro,1,1531.05,0.0
256,1154,2026-01-14,2026-02-13,Won,Starter,1,553.24,534.87
257,1155,2026-01-14,2026-02-01,Won,Pro,1,1453.42,1458.54
258,1169,2026-01-17,2026-01-20,Lost,Pro,1,1465.96,0.0
259,1170,2026-01-13,2026-02-20,Won,Starter,1,575.27,507.93
260,1179,2026-01-13,2026-01-21,Lost,Starter,1,612.1,0.0
261,1183,2026-01-14,2026-01-28,Lost,Pro,1,1359.44,0.0
262,1185,2026-01-17,2026-02-04,Won,Pro,1,1496.94,1333.46
263,1187,2026-01-19,2026-01-30,Won,Starter,1,588.19,593.16
264,1190,2026-01-17,2026-01-25,Lost,Pro,1,1527.97,0.0
265,1191,2026-01-12,2026-02-15,Won,Group,3,9621.03,8722.9
266,1195,2026-01-19,2026-03-11,Won,Group,3,10273.37,10082.93
267,1207,2026-01-15,2026-02-24,Lost,Starter,1,536.92,0.0
268,1210,2026-01-19,2026-02-05,Lost,Starter,1,577.5,0.0
269,1212,2026-01-14,2026-01-26,Won,Pro,1,1552.08,1419.27
270,1213,2026-01-20,2026-02-02,Lost,Pro,1,1460.17,0.0
271,1226,2026-01-15,2026-02-20,Won,Pro,1,1467.1,1411.1
272,1227,2026-01-19,2026-02-14,Won,Pro,1,1366.02,1278.09
273,1231,2026-01-15,2026-02-24,Lost,Group,5,17565.77,0.0
274,1241,2026-01-22,2026-02-11,Won,Pro,1,1481.17,1418.92
275,1248,2026-01-22,2026-02-12,Lost,Pro,1,1287.61,0.0
276,1249,2026-01-17,2026-02-12,Lost,Pro,1,1529.1,0.0
277,1259,2026-01-21,2026-02-04,Lost,Pro,1,1309.03,0.0
278,1261,2026-01-20,2026-02-02,Won,Starter,1,568.56,496.89
279,1262,2026-01-18,2026-02-24,Lost,Pro,1,1480.81,0.0
280,1263,2026-01-16,2026-01-24,Lost,Starter,1,646.47,0.0
281,1284,2026-01-24,2026-02-22,Lost,Starter,1,642.11,0.0
282,1288,2026-01-23,2026-02-10,Lost,Pro,1,1325.08,0.0
283,1289,2026-01-24,2026-02-09,Lost,Pro,1,1523.01,0.0
284,1293,2026-01-21,2026-02-19,Won,Pro,1,1561.82,1451.33
285,1294,2026-01-20,2026-02-27,Won,Pro,1,1410.17,1244.6
286,1308,2026-01-23,2026-02-07,Won,Pro,1,1438.02,1337.99
287,1311,2026-01-22,2026-04-23,Lost,Pro,1,1484.21,0.0
288,1325,2026-01-20,2026-02-26,Lost,Starter,1,598.49,0.0
289,1333,2026-01-26,2026-03-02,Lost,Pro,1,1397.83,0.0
290,1339,2026-01-19,2026-04-11,Lost,Group,3,11088.13,0.0
291,1341,2026-01-24,2026-02-10,Lost,Pro,1,1446.05,0.0
292,1346,2026-01-24,2026-02-10,Won,Starter,1,597.33,598.25
293,1356,2026-01-25,2026-02-03,Won,Starter,1,537.09,462.72
294,1361,2026-01-25,2026-02-11,Lost,Starter,1,599.96,0.0
295,1362,2026-01-26,2026-02-15,Lost,Starter,1,600.57,0.0
296,1376,2026-01-27,2026-02-24,LOST,Pro,1,1400.24,0.0
297,1378,2026-01-22,2026-03-28,Won,Pro,1,1415.4,1408.97
298,1390,2026-01-26,2026-03-03,Lost,Pro,1,1325.68,0.0
299,1397,2026-01-24,2026-02-23,Lost,Pro,1,1496.38,0.0
300,1403,2026-01-24,2026-02-06,Lost,Pro,1,1412.26,0.0
301,1405,2026-01-28,2026-02-23,Lost,Starter,1,644.05,0.0
302,1422,2026-01-27,2026-02-12,Won,Pro,1,1441.08,1353.63
303,1423,2026-01-29,2026-02-24,Won,Pro,1,1395.6,1418.7
304,1424,2026-01-24,2026-02-10,Won,Starter,1,633.45,643.98
305,1425,2026-01-30,2026-02-24,Won,Starter,1,632.99,548.89
306,1427,2026-01-22,2026-02-21,Lost,Pro,1,1426.92,0.0
307,1428,2026-01-22,2026-03-13,Lost,Group,5,16186.85,0.0
308,1429,2026-01-25,2026-02-14,Lost,Pro,1,1327.03,0.0
309,1430,2026-01-30,2026-04-10,Lost,Group,4,12710.07,0.0
310,1432,2026-01-26,2026-03-29,Lost,Pro,1,1290.34,0.0
311,1437,2026-01-28,2026-02-24,Lost,Group,5,17713.5,0.0
312,1438,2026-01-31,2026-03-13,Lost,Group,3,9864.75,0.0
313,1439,2026-01-30,2026-02-27,Lost,Group,5,18087.18,0.0
314,1441,2026-01-27,2026-03-24,Lost,Group,2,7074.71,0.0
315,1442,2026-01-26,2026-02-01,Lost,Starter,1,598.15,0.0
316,1444,2026-01-26,2026-02-04,Lost,Pro,1,1449.38,0.0
317,1450,2026-01-23,2026-05-17,Lost,Group,3,11467.8,0.0
318,1452,2026-01-23,2026-02-13,won,Pro,1,1560.2,1345.33
319,1454,2026-01-25,2026-02-10,Lost,Starter,1,548.24,0.0
320,1455,2026-02-01,2026-03-15,Lost,Group,3,10368.0,0.0
321,1471,2026-01-29,2026-02-06,Won,Starter,1,630.09,548.16
322,1476,2026-01-25,2026-02-03,Lost,Starter,1,536.99,0.0
323,1477,2026-01-24,2026-02-07,Won,Starter,1,532.08,529.18
324,1478,2026-01-27,2026-02-24,Lost,Pro,1,1461.63,0.0
325,1484,2026-02-02,2026-04-30,Lost,Group,2,7527.39,0.0
326,1485,2026-01-27,2026-03-04,Lost,Starter,1,595.99,0.0
327,1488,2026-01-28,2026-02-06,Won,Starter,1,607.04,556.93
328,1491,2026-01-27,2026-01-30,Lost,Starter,1,540.81,0.0
329,1492,2026-01-31,2026-02-05,Lost,Starter,1,538.99,0.0
330,1499,2026-02-02,2026-02-16,Lost,Pro,1,1561.81,0.0
331,1500,2026-01-27,2026-02-15,Lost,Pro,1,1498.84,0.0
332,1501,2026-01-31,2026-02-10,Lost,Starter,1,606.21,0.0
333,1517,2026-02-03,2026-03-15,Won,Group,2,7102.65,7001.57
334,1519,2026-01-28,2026-02-07,Won,Pro,1,1521.45,1505.19
335,1521,2026-01-26,2026-02-08,Lost,Pro,1,1288.81,0.0
336,1531,2026-01-29,2026-02-07,Lost,Starter,1,543.62,0.0
337,1534,2026-02-03,2026-03-05,Lost,Pro,1,1430.53,0.0
338,1548,2026-01-28,2026-02-12,Won,Starter,1,546.71,509.75
339,1557,2026-01-30,2026-04-21,Lost,Group,5,17525.11,0.0
340,1563,2026-01-30,2026-02-20,Lost,Starter,1,558.66,0.0
341,1577,2026-01-30,2026-02-08,Lost,Pro,1,1568.04,0.0
342,1581,2026-02-01,2026-03-19,Lost,Pro,1,1502.13,0.0
343,1583,2026-02-05,2026-03-03,Won,Pro,1,1551.45,0.0
344,1586,2026-02-06,2026-02-27,Lost,Starter,1,547.61,0.0
345,1589,2026-01-29,2026-03-06,Won,Pro,1,1424.11,1222.39
346,1590,2026-01-30,2026-02-08,Lost,Pro,1,1474.55,0.0
347,1592,2026-02-04,2026-02-24,Won,Pro,1,1356.64,1369.44
348,1597,2026-02-07,2026-02-26,Lost,Pro,1,1453.68,0.0
349,1601,2026-01-30,2026-02-27,Lost,Starter,1,536.91,0.0
350,1602,2026-02-01,2026-02-14,Lost,Pro,1,1319.27,0.0
351,1603,2026-02-03,2026-02-13,Won,Pro,1,1296.69,1253.43
352,1605,2026-02-04,2026-02-20,Won,Pro,1,1290.42,1125.17
353,1609,2026-02-05,2026-02-23,Won,Pro,1,1296.37,1152.14
354,1610,2026-02-05,2026-02-16,Lost,Pro,1,1380.4,0.0
355,1611,2026-01-30,2026-02-18,Won,Pro,1,1419.1,1247.53
356,1613,2026-02-02,2026-03-01,Lost,Starter,1,631.78,0.0
357,1621,2026-02-08,2026-02-17,Won,Starter,1,594.46,524.62
358,1628,2026-02-08,2026-02-19,Won,Starter,1,570.7,528.06
359,1629,2026-02-06,2026-02-14,Won,Starter,1,530.98,454.23
360,1630,2026-02-08,2026-02-25,Won,Pro,1,1400.2,1414.11
361,1631,2026-02-05,2026-02-11,Won,Starter,1,538.11,480.53
362,1633,2026-02-03,2026-02-16,Lost,Starter,1,538.19,0.0
363,1645,2026-02-02,2026-02-24,Won,Starter,1,634.13,553.82
364,1652,2026-02-01,2026-03-04,Lost,Starter,1,602.97,0.0
365,1654,2026-02-05,2026-02-08,Lost,Pro,1,1387.32,0.0
366,1655,2026-02-03,2026-03-23,Lost,Pro,1,1425.91,0.0
367,1667,2026-02-03,2026-03-05,Lost,Starter,1,635.9,0.0
368,1669,2026-02-08,2026-03-02,Lost,Group,4,12681.19,0.0
369,1670,2026-02-03,2026-02-26,Won,Pro,1,1568.92,1560.68
370,1671,2026-02-10,2026-02-21,Won,Pro,1,1497.29,1469.07
371,1672,2026-02-11,2026-04-06,Lost,Group,3,10173.37,0.0
372,1682,2026-02-06,2026-03-30,Won,Pro,1,1492.48,1369.82
373,1683,2026-02-07,2026-02-20,Won,Starter,1,579.62,577.79
374,1696,2026-02-09,2026-02-21,Won,Pro,1,1403.01,1281.55
375,1704,2026-02-04,2026-02-22,Lost,Pro,1,1394.61,0.0
376,1706,2026-02-04,2026-04-04,Won,Pro,1,1536.28,1457.22
377,1707,2026-02-07,2026-03-16,Lost,Group,5,18443.58,0.0
378,1708,2026-02-12,2026-04-11,Lost,Group,4,13357.5,0.0
379,1710,2026-02-10,2026-02-17,Lost,Group,2,7443.83,0.0
