customer_id,year_month,mrr,status
39,2026-04,836.89,active
39,2026-05,839.91,active
39,2026-06,841.68,active
40,2026-01,45.33,active
40,2026-02,45.11,active
40,2026-03,45.12,active
40,2026-04,45.4,active
40,2026-05,45.26,active
40,2026-06,45.48,active
41,2026-01,37.89,active
41,2026-02,37.75,active
41,2026-03,37.8,active
41,2026-04,38.01,active
41,2026-05,37.46,active
41,2026-06,37.72,churned
42,2026-01,102.0,active
42,2026-02,101.56,active
42,2026-03,102.04,active
42,2026-04,101.91,active
42,2026-05,102.14,active
42,2026-06,100.93,active
43,2025-12,40.52,active
43,2026-01,40.69,active
43,2026-02,40.67,active
43,2026-03,40.11,active
43,2026-04,40.55,active
43,2026-05,40.36,active
43,2026-06,40.56,active
44,2026-01,53.12,active
44,2026-02,53.04,active
44,2026-03,53.21,active
44,2026-04,53.08,active
44,2026-05,52.94,active
44,2026-06,53.23,active
45,2026-01,104.76,active
45,2026-02,104.83,active
45,2026-03,104.7,active
45,2026-04,104.19,active
45,2026-05,103.89,active
45,2026-06,104.59,active
46,2026-01,108.62,active
46,2026-02,109.28,active
46,2026-03,108.74,active
46,2026-04,108.81,active
46,2026-05,109.26,active
46,2026-06,109.13,active
47,2025-12,40.87,active
47,2026-01,40.94,active
47,2026-02,40.77,active
47,2026-03,40.99,active
47,2026-04,40.93,active
47,2026-05,40.8,active
47,2026-06,40.87,active
48,2025-12,51.26,active
48,2026-01,51.15,active
48,2026-02,50.95,active
48,2026-03,51.16,active
48,2026-04,50.93,active
48,2026-05,51.19,active
48,2026-06,50.94,active
49,2025-12,53.45,active
49,2026-01,53.86,active
49,2026-02,53.39,active
49,2026-03,53.58,active
49,2026-04,53.64,active
49,2026-05,53.44,active
49,2026-06,53.66,active
50,2026-03,511.81,active
50,2026-04,511.65,active
50,2026-05,510.55,active
50,2026-06,509.96,active
51,2026-01,40.98,active
51,2026-02,40.69,active
51,2026-03,40.83,active
51,2026-04,40.96,active
51,2026-05,40.57,active
51,2026-06,40.71,active
52,2026-01,110.48,active
52,2026-02,110.85,active
52,2026-03,109.99,active
52,2026-04,110.31,active
52,2026-05,111.03,active
52,2026-06,110.62,active
53,2026-01,44.46,active
53,2026-02,45.1,active
53,2026-03,44.74,active
53,2026-04,44.55,active
53,2026-05,44.72,active
53,2026-06,44.9,active
54,2026-01,38.78,active
54,2026-02,38.5,active
54,2026-03,38.83,active
54,2026-04,38.51,active
54,2026-05,38.73,active
54,2026-06,38.61,active
55,2026-01,109.23,active
55,2026-02,108.35,active
55,2026-03,109.07,active
55,2026-04,108.63,active
55,2026-05,109.22,active
55,2026-06,108.95,active
56,2026-01,43.44,active
56,2026-02,43.2,active
56,2026-03,43.42,active
56,2026-04,43.57,active
56,2026-05,43.35,active
56,2026-06,43.27,active
57,2026-01,111.56,active
57,2026-02,111.8,active
57,2026-03,113.33,active
57,2026-04,112.34,active
57,2026-05,111.58,active
57,2026-06,111.93,active
58,2026-01,109.31,active
58,2026-02,109.08,active
58,2026-03,110.43,active
58,2026-04,109.07,active
58,2026-05,109.91,active
58,2026-06,109.77,active
59,2026-01,106.6,active
59,2026-02,108.6,active
59,2026-03,107.19,active
59,2026-04,106.85,active
59,2026-05,107.57,active
59,2026-06,107.6,active
60,2026-01,43.09,active
60,2026-02,43.12,active
60,2026-03,42.9,active
60,2026-04,42.85,active
60,2026-05,42.68,active
60,2026-06,43.1,active
61,2026-01,100.29,active
61,2026-02,99.11,active
61,2026-03,98.72,active
61,2026-04,98.69,active
61,2026-05,99.4,active
61,2026-06,99.28,active
62,2026-02,38.28,active
62,2026-03,38.29,active
62,2026-04,38.46,active
62,2026-05,38.41,active
62,2026-06,38.74,active
63,2026-01,44.74,active
63,2026-02,44.64,active
63,2026-03,44.65,active
63,2026-04,44.84,active
63,2026-05,44.77,active
63,2026-06,44.86,active
64,2026-01,104.52,active
64,2026-02,103.79,active
64,2026-03,103.22,active
64,2026-04,103.95,active
64,2026-05,103.87,active
64,2026-06,103.47,active
65,2026-02,819.68,active
65,2026-03,824.75,active
65,2026-04,825.12,active
65,2026-05,823.69,active
65,2026-06,827.04,active
66,2026-01,49.31,active
66,2026-02,49.08,active
66,2026-03,49.17,active
66,2026-04,49.01,active
66,2026-05,48.7,active
66,2026-06,48.84,active
67,2026-01,1531.19,active
67,2026-02,1539.67,active
67,2026-03,1539.66,active
67,2026-04,1533.24,active
67,2026-05,1538.48,active
67,2026-06,1527.73,active
68,2026-01,45.47,active
68,2026-02,45.37,active
68,2026-03,45.28,active
68,2026-04,45.33,active
68,2026-05,45.38,active
68,2026-06,45.3,active
69,2026-04,943.62,active
69,2026-05,949.22,active
69,2026-06,949.69,active
70,2026-01,49.34,active
70,2026-02,49.11,active
70,2026-03,49.13,active
70,2026-04,49.68,active
70,2026-05,49.46,active
70,2026-06,49.6,active
71,2026-01,49.85,active
71,2026-02,49.44,active
71,2026-03,49.63,active
71,2026-04,49.59,active
71,2026-05,49.96,active
71,2026-06,49.81,active
72,2026-01,46.65,active
72,2026-02,46.76,active
72,2026-03,46.63,active
72,2026-04,46.58,active
72,2026-05,46.8,active
72,2026-06,46.71,active
73,2026-01,41.76,active
73,2026-02,41.51,active
73,2026-03,41.66,active
73,2026-04,41.83,active
73,2026-05,41.72,active
73,2026-06,41.79,active
74,2026-01,118.16,active
74,2026-02,119.54,churned
75,2026-01,123.22,active
75,2026-02,122.83,active
75,2026-03,123.08,active
75,2026-04,123.03,active
75,2026-05,123.33,active
75,2026-06,122.61,active
76,2026-01,41.12,active
76,2026-02,41.03,active
76,2026-03,41.36,active
76,2026-04,41.06,active
76,2026-05,41.3,active
76,2026-06,41.39,active
77,2026-01,48.37,active
77,2026-02,48.46,active
77,2026-03,48.16,active
77,2026-04,48.48,active
77,2026-05,48.08,active
77,2026-06,48.03,active
78,2026-01,43.46,active
78,2026-02,43.41,active
78,2026-03,43.14,active
78,2026-04,43.52,active
78,2026-05,43.37,active
78,2026-06,43.17,active
79,2026-02,49.59,active
79,2026-03,49.14,active
79,2026-04,49.78,active
79,2026-05,49.42,active
79,2026-06,49.63,active
80,2026-02,41.75,active
80,2026-03,41.8,active
80,2026-04,41.37,active
80,2026-05,41.78,active
80,2026-06,41.89,active
81,2026-01,45.3,active
81,2026-02,45.41,active
81,2026-03,45.61,active
81,2026-04,45.78,active
81,2026-05,45.76,active
81,2026-06,45.45,active
82,2026-01,727.11,active
82,2026-02,731.83,active
82,2026-03,728.8,active
82,2026-04,727.68,active
82,2026-05,731.26,active
82,2026-06,731.98,active
83,2026-01,43.35,active
83,2026-02,43.28,active
83,2026-03,42.99,active
83,2026-04,43.19,active
83,2026-05,43.47,active
83,2026-06,43.11,active
84,2026-02,44.71,active
84,2026-03,44.52,active
84,2026-04,44.44,active
84,2026-05,44.63,active
84,2026-06,44.61,active
85,2026-02,121.73,active
85,2026-03,120.76,active
85,2026-04,121.72,active
85,2026-05,121.82,active
85,2026-06,121.82,active
86,2026-02,42.56,active
86,2026-03,42.06,active
86,2026-04,42.22,active
86,2026-05,42.39,active
86,2026-06,42.25,active
87,2026-02,110.7,active
87,2026-03,111.22,active
87,2026-04,111.59,active
87,2026-05,111.09,active
87,2026-06,111.32,active
88,2026-01,49.39,active
88,2026-02,49.43,active
88,2026-03,49.34,active
88,2026-04,49.36,active
88,2026-05,49.47,active
88,2026-06,49.42,active
89,2026-02,727.75,active
89,2026-03,722.72,active
89,2026-04,723.87,active
89,2026-05,731.15,active
89,2026-06,727.31,active
90,2026-03,846.21,active
90,2026-04,832.8,active
90,2026-05,839.07,churned
91,2026-01,118.18,active
91,2026-02,118.09,churned
92,2026-02,117.81,active
92,2026-03,117.82,active
92,2026-04,117.74,active
92,2026-05,117.11,active
92,2026-06,117.7,active
93,2026-02,106.12,active
93,2026-03,106.91,active
93,2026-04,106.33,active
93,2026-05,106.48,active
93,2026-06,106.65,active
94,2026-02,117.75,active
94,2026-03,117.77,active
94,2026-04,118.17,active
94,2026-05,118.84,active
94,2026-06,117.78,active
95,2026-02,41.52,active
95,2026-03,41.42,active
95,2026-04,41.21,active
95,2026-05,41.43,active
95,2026-06,41.35,active
96,2026-02,120.52,active
96,2026-03,122.32,active
96,2026-04,120.26,active
96,2026-05,121.07,active
96,2026-06,120.65,active
97,2026-02,103.93,active
97,2026-03,103.26,active
97,2026-04,103.72,active
97,2026-05,103.64,active
97,2026-06,103.05,active
98,2026-02,111.28,active
98,2026-03,112.18,active
98,2026-04,111.27,active
98,2026-05,111.46,active
98,2026-06,111.8,active
99,2026-02,50.37,active
99,2026-03,49.99,active
99,2026-04,50.04,active
99,2026-05,49.57,active
99,2026-06,49.87,active
100,2026-02,38.75,active
100,2026-03,38.56,active
100,2026-04,38.42,active
100,2026-05,38.67,active
100,2026-06,38.62,active
101,2026-03,117.26,active
101,2026-04,116.76,active
101,2026-05,117.17,active
101,2026-06,117.43,active
102,2026-02,113.51,active
102,2026-03,113.27,active
102,2026-04,112.59,active
102,2026-05,112.65,active
102,2026-06,112.46,active
103,2026-02,117.82,active
103,2026-03,117.96,active
103,2026-04,118.82,active
103,2026-05,117.98,active
103,2026-06,118.0,active
104,2026-02,53.64,active
104,2026-03,53.65,active
104,2026-04,53.48,active
104,2026-05,53.57,active
104,2026-06,53.43,active
105,2026-02,45.71,active
105,2026-03,45.82,active
105,2026-04,45.71,active
105,2026-05,45.64,active
105,2026-06,45.79,active
106,2026-02,111.99,active
106,2026-03,112.22,active
106,2026-04,112.22,active
106,2026-05,112.14,active
106,2026-06,112.04,active
107,2026-02,45.86,active
107,2026-03,45.31,active
107,2026-04,45.57,active
107,2026-05,45.51,active
107,2026-06,45.7,active
108,2026-02,43.92,active
108,2026-03,44.01,active
108,2026-04,44.3,active
108,2026-05,44.57,active
108,2026-06,43.76,active
109,2026-02,46.14,active
109,2026-03,46.22,active
109,2026-04,46.24,active
109,2026-05,46.47,active
109,2026-06,46.13,active
110,2026-03,582.76,active
110,2026-04,581.03,active
110,2026-05,583.09,active
110,2026-06,583.39,active
111,2026-02,125.23,active
111,2026-03,126.06,active
111,2026-04,125.34,active
111,2026-05,126.03,active
111,2026-06,125.15,active
112,2026-02,42.2,active
112,2026-03,42.36,active
112,2026-04,42.45,active
112,2026-05,42.44,churned
113,2026-03,127.61,active
113,2026-04,127.33,active
113,2026-05,127.71,active
113,2026-06,128.51,active
114,2026-03,101.34,active
114,2026-04,102.14,active
114,2026-05,101.93,active
114,2026-06,101.42,churned
115,2026-02,114.52,active
115,2026-03,114.5,active
115,2026-04,114.83,active
115,2026-05,114.19,active
115,2026-06,114.39,active
116,2026-02,103.91,active
116,2026-03,104.22,active
116,2026-04,103.82,active
116,2026-05,104.7,active
116,2026-06,104.42,active
117,2026-02,93.46,active
117,2026-03,94.23,active
117,2026-04,93.32,active
117,2026-05,93.68,active
117,2026-06,93.37,active
118,2026-02,96.25,active
118,2026-03,95.71,active
118,2026-04,96.47,active
118,2026-05,96.79,active
118,2026-06,96.06,active
119,2026-02,103.28,active
119,2026-03,104.35,active
119,2026-04,103.02,active
119,2026-05,103.85,active
119,2026-06,103.67,active
120,2026-02,43.66,active
120,2026-03,43.6,active
120,2026-04,43.7,active
120,2026-05,43.49,active
120,2026-06,43.91,active
121,2026-02,44.22,active
121,2026-03,43.94,active
121,2026-04,43.83,active
121,2026-05,43.94,active
121,2026-06,43.83,active
122,2026-02,37.89,active
122,2026-03,38.09,active
122,2026-04,38.01,active
122,2026-05,37.61,active
122,2026-06,38.03,active
123,2026-02,117.67,active
123,2026-03,117.48,active
123,2026-04,118.64,active
123,2026-05,117.95,active
123,2026-06,118.42,active
124,2026-02,40.21,active
124,2026-03,39.97,active
124,2026-04,40.29,active
124,2026-05,39.93,active
124,2026-06,40.02,active
125,2026-02,46.31,active
125,2026-03,46.64,active
125,2026-04,45.79,active
125,2026-05,46.22,active
125,2026-06,46.38,active
126,2026-02,129.82,active
126,2026-03,129.32,active
126,2026-04,130.55,active
126,2026-05,129.61,active
126,2026-06,128.85,active
127,2026-02,121.46,active
127,2026-03,121.77,active
127,2026-04,121.93,active
127,2026-05,122.01,active
127,2026-06,122.31,active
128,2026-03,114.53,active
128,2026-04,114.35,active
128,2026-05,114.11,active
128,2026-06,114.92,active
129,2026-02,48.22,active
129,2026-03,48.07,active
129,2026-04,48.06,active
129,2026-05,48.29,active
129,2026-06,47.9,active
130,2026-02,107.32,active
130,2026-03,106.73,active
130,2026-04,106.66,active
130,2026-05,106.86,active
130,2026-06,106.41,active
131,2026-04,121.09,active
131,2026-05,122.1,active
131,2026-06,121.56,active
132,2026-02,40.24,active
132,2026-03,40.17,active
132,2026-04,40.4,active
132,2026-05,40.1,active
132,2026-06,40.46,active
133,2026-03,42.88,active
133,2026-04,42.73,active
133,2026-05,43.15,active
133,2026-06,42.99,active
134,2026-02,44.83,active
134,2026-03,45.11,active
134,2026-04,44.89,active
134,2026-05,44.66,active
134,2026-06,44.68,active
135,2026-03,588.8,active
135,2026-04,586.27,active
135,2026-05,588.55,active
135,2026-06,592.84,active
136,2026-03,121.96,active
136,2026-04,122.32,active
136,2026-05,122.12,active
136,2026-06,121.52,active
137,2026-03,114.22,active
137,2026-04,113.3,active
137,2026-05,114.45,active
137,2026-06,114.65,active
138,2026-02,108.75,active
138,2026-03,108.91,active
138,2026-04,108.82,active
138,2026-05,108.53,active
138,2026-06,108.62,active
139,2026-02,1166.2,active
139,2026-03,1164.13,active
139,2026-04,1165.62,active
139,2026-05,1173.55,active
139,2026-06,1172.93,active
140,2026-03,112.92,active
140,2026-04,112.98,active
140,2026-05,113.68,active
140,2026-06,113.01,active
141,2026-03,587.75,active
141,2026-04,586.85,active
141,2026-05,586.61,active
141,2026-06,589.07,active
142,2026-03,52.16,active
142,2026-04,51.77,active
142,2026-05,52.24,active
142,2026-06,52.02,active
143,2026-02,43.86,active
143,2026-03,43.74,active
143,2026-04,43.65,active
143,2026-05,43.79,active
143,2026-06,43.55,active
144,2026-02,46.15,active
144,2026-03,45.73,active
144,2026-04,45.56,active
144,2026-05,45.93,active
144,2026-06,45.97,active
145,2026-02,44.43,active
145,2026-03,44.53,active
145,2026-04,44.37,active
145,2026-05,44.52,active
145,2026-06,44.74,active
146,2026-02,48.49,active
146,2026-03,48.77,active
146,2026-04,48.12,active
146,2026-05,48.8,active
146,2026-06,48.44,active
147,2026-04,1135.17,active
147,2026-05,1136.38,active
147,2026-06,1130.46,active
148,2026-02,47.28,active
148,2026-03,46.74,active
148,2026-04,47.26,active
148,2026-05,46.84,active
148,2026-06,47.06,active
149,2026-02,43.78,active
149,2026-03,43.35,active
149,2026-04,43.27,churned
150,2026-02,51.66,active
150,2026-03,51.26,active
150,2026-04,51.3,active
150,2026-05,51.34,active
150,2026-06,51.14,active
151,2026-02,44.77,active
151,2026-03,44.39,active
151,2026-04,44.88,active
151,2026-05,44.61,active
151,2026-06,44.53,active
152,2026-03,42.81,active
152,2026-04,42.71,active
152,2026-05,42.42,active
152,2026-06,42.31,active
153,2026-03,127.58,active
153,2026-04,128.85,active
153,2026-05,128.38,active
153,2026-06,128.9,active
154,2026-04,104.39,active
154,2026-05,104.99,active
154,2026-06,104.85,active
155,2026-02,44.92,active
155,2026-03,45.11,active
155,2026-04,45.26,active
155,2026-05,44.74,active
155,2026-06,44.88,active
156,2026-02,42.77,active
156,2026-03,42.71,active
156,2026-04,42.49,active
156,2026-05,42.41,active
156,2026-06,42.58,active
157,2026-03,46.35,active
157,2026-04,46.06,active
157,2026-05,46.06,active
157,2026-06,45.99,active
158,2026-03,44.27,active
158,2026-04,44.64,active
158,2026-05,44.49,active
158,2026-06,44.33,active
159,2026-03,117.58,active
159,2026-04,117.33,active
159,2026-05,117.9,active
159,2026-06,117.43,active
160,2026-03,110.49,active
160,2026-04,111.09,active
160,2026-05,110.76,active
160,2026-06,111.62,active
161,2026-04,114.69,active
161,2026-05,114.39,active
161,2026-06,115.07,active
162,2026-03,50.5,active
162,2026-04,50.68,active
162,2026-05,50.66,active
162,2026-06,50.65,active
163,2026-03,109.86,active
163,2026-04,110.02,active
163,2026-05,110.14,active
163,2026-06,109.44,active
164,2026-04,51.04,active
164,2026-05,50.49,active
164,2026-06,50.56,active
165,2026-03,102.24,active
165,2026-04,102.2,active
165,2026-05,102.48,active
165,2026-06,101.31,active
166,2026-03,109.05,active
166,2026-04,110.28,active
166,2026-05,108.9,active
166,2026-06,109.51,active
167,2026-04,54.26,active
167,2026-05,53.81,active
167,2026-06,54.11,active
168,2026-03,47.75,active
168,2026-04,47.67,active
168,2026-05,47.8,active
168,2026-06,47.6,active
169,2026-03,105.74,active
169,2026-04,106.29,active
169,2026-05,106.29,active
169,2026-06,105.58,active
170,2026-03,112.87,active
170,2026-04,112.46,churned
171,2026-03,41.05,active
171,2026-04,41.24,active
171,2026-05,41.22,active
171,2026-06,41.1,active
172,2026-03,1004.19,active
172,2026-04,1010.93,active
172,2026-05,1017.18,active
172,2026-06,1012.65,active
173,2026-04,43.75,active
173,2026-05,43.65,active
173,2026-06,43.22,active
174,2026-03,48.97,active
174,2026-04,49.01,active
174,2026-05,49.77,active
174,2026-06,49.26,active
175,2026-05,1460.93,active
175,2026-06,1460.7,active
176,2026-04,96.91,active
176,2026-05,97.32,active
176,2026-06,96.87,active
177,2026-04,51.82,active
177,2026-05,51.01,active
177,2026-06,51.73,active
178,2026-04,40.13,active
178,2026-05,39.9,active
178,2026-06,39.97,active
179,2026-03,107.34,active
179,2026-04,106.69,active
179,2026-05,107.2,active
179,2026-06,107.21,active
180,2026-04,45.14,active
180,2026-05,45.08,active
180,2026-06,45.05,active
181,2026-03,52.28,active
181,2026-04,52.18,active
181,2026-05,52.29,active
181,2026-06,51.97,active
182,2026-03,46.06,active
182,2026-04,45.61,active
182,2026-05,45.69,churned
183,2026-04,1312.29,active
183,2026-05,1323.24,active
183,2026-06,1321.58,active
184,2026-04,43.97,active
184,2026-05,44.27,active
184,2026-06,44.01,active
185,2026-04,45.99,active
185,2026-05,45.89,churned
186,2026-04,107.85,active
186,2026-05,107.72,active
186,2026-06,108.42,active
187,2026-04,41.69,active
187,2026-05,41.63,active
187,2026-06,41.83,active
188,2026-04,48.71,active
188,2026-05,48.74,active
188,2026-06,48.72,active
189,2026-04,1021.53,active
189,2026-05,1025.48,active
189,2026-06,1028.33,active
190,2026-04,98.89,active
190,2026-05,99.07,active
190,2026-06,99.05,active
191,2026-05,906.76,active
191,2026-06,902.02,active
192,2026-04,113.86,active
192,2026-05,113.57,churned
193,2026-04,108.96,active
193,2026-05,110.13,churned
194,2026-04,46.11,active
194,2026-05,46.69,active
194,2026-06,46.63,active
195,2026-04,49.34,active
195,2026-05,49.28,active
195,2026-06,49.19,active
196,2026-04,49.15,active
196,2026-05,48.87,active
196,2026-06,48.78,active
197,2026-05,108.36,active
197,2026-06,108.5,active
198,2026-04,51.21,active
198,2026-05,51.3,churned
199,2026-04,44.45,active
199,2026-05,44.48,active
199,2026-06,44.17,active
200,2026-04,44.99,active
200,2026-05,44.52,active
200,2026-06,44.83,active
201,2026-04,117.67,active
201,2026-05,118.59,active
201,2026-06,118.06,active
202,2026-04,47.12,active
202,2026-05,47.18,active
202,2026-06,47.0,active
203,2026-04,109.64,active
203,2026-05,108.54,active
203,2026-06,109.26,active
204,2026-04,99.54,active
204,2026-05,100.09,active
204,2026-06,99.4,active
205,2026-04,46.44,active
205,2026-05,46.18,active
205,2026-06,46.31,active
206,2026-04,110.63,active
206,2026-05,109.85,active
206,2026-06,109.66,active
207,2026-05,111.92,active
207,2026-06,111.03,active
208,2026-05,116.89,active
208,2026-06,116.61,active
209,2026-04,43.99,active
209,2026-05,43.95,active
209,2026-06,43.98,active
210,2026-04,45.96,active
210,2026-05,46.17,active
210,2026-06,46.05,active
211,2026-04,108.88,active
211,2026-05,109.52,active
211,2026-06,110.03,active
212,2026-04,45.26,active
212,2026-05,45.1,active
212,2026-06,45.27,active
213,2026-04,94.26,active
213,2026-05,94.57,active
213,2026-06,94.62,active
214,2026-05,42.75,active
214,2026-06,43.13,active
215,2026-05,43.39,active
215,2026-06,43.27,active
216,2026-04,103.52,active
216,2026-05,103.32,active
216,2026-06,103.01,active
217,2026-04,48.19,active
217,2026-05,48.33,active
217,2026-06,48.46,active
218,2026-04,117.0,active
218,2026-05,116.38,active
218,2026-06,117.65,active
219,2026-05,51.49,active
219,2026-06,51.3,active
220,2026-04,45.24,active
220,2026-05,45.1,churned
221,2026-05,46.32,active
221,2026-06,46.63,active
222,2026-04,51.44,active
222,2026-05,52.06,active
222,2026-06,51.42,active
223,2026-04,49.28,active
223,2026-05,49.61,active
223,2026-06,49.09,active
224,2026-04,43.04,active
224,2026-05,43.11,active
224,2026-06,43.07,active
225,2026-05,1426.87,active
225,2026-06,1417.81,active
226,2026-04,46.72,active
226,2026-05,46.92,active
226,2026-06,46.71,active
227,2026-05,45.31,active
227,2026-06,45.23,active
228,2026-04,113.55,active
228,2026-05,113.68,active
